backbone,id_size,method,implementation_version,n,AUROC,FPR95,AUPR_OUT
ALL,5,dice,verified_v1,336,0.7644338502559627,0.8337097062707561,0.6175126530467541
ALL,5,react,verified_v1,336,0.6814727371241187,0.8388786389390245,0.542362076409975
ALL,5,ashs,verified_v1,336,0.5436202780183407,0.9403809496579918,0.40640208989887466
ALL,5,ashp,verified_v1,336,0.5393868834444807,0.9465015324976436,0.398404941544112
ALL,5,ashb,verified_v1,336,0.5164181120874485,0.9368156836291412,0.39835303412679174
dinov2_vitb14,5,openmax,verified_v1,168,0.8591883357713015,0.6570959614337212,0.7410437723057457
dinov2_vitb14,5,msp,verified_v1,168,0.8542138928312232,0.6870842424318255,0.7288448732156891
dinov2_vitb14,5,maxlogit,verified_v1,168,0.8522761037427157,0.6861621229759237,0.7277501799194253
dinov2_vitb14,5,rsn_reported,verified_v1,168,0.8495833863580913,0.6089007486157885,0.7283290791798663
dinov2_vitb14,5,rmd,verified_v1,168,0.8493246676090364,0.5845711426128314,0.7653972734619655
dinov2_vitb14,5,entropy,verified_v1,168,0.8448040776286545,0.6804555694216289,0.72350415003946
dinov2_vitb14,5,gradnorm,verified_v1,168,0.8433239818545805,0.688206405333295,0.7184335033375643
dinov2_vitb14,5,rsn_paper,verified_v1,168,0.841901537948819,0.6744178539089472,0.7094127622904962
dinov2_vitb14,5,knn,verified_v1,168,0.8414035109995733,0.6501176111399428,0.7043190748432824
dinov2_vitb14,5,gen,verified_v1,168,0.8409489052724022,0.6805856898899327,0.7208710654676561
dinov2_vitb14,5,energy,verified_v1,168,0.838981305750273,0.6805987319115253,0.719593234272247
dinov2_vitb14,5,scale,verified_v1,168,0.8369855503011365,0.6806638919446635,0.7164945005619395
dinov2_vitb14,5,kl_matching,verified_v1,168,0.8334043224220586,0.6625888124339655,0.7243215378554427
dinov2_vitb14,5,nci,verified_v1,168,0.8045824821017611,0.8328704779060487,0.6328549449978906
dinov2_vitb14,5,mahalanobis,verified_v1,168,0.8003296323149394,0.8325395831085122,0.6241284130281416
dinov2_vitb14,5,vim,verified_v1,168,0.798002709486775,0.8423925676560247,0.618572727191127
dinov2_vitb14,5,mahalanobispp,verified_v1,168,0.7960701267366297,0.8445316510790041,0.617150343123634
dinov2_vitb14,5,dice,verified_v1,168,0.7388333775533353,0.8696278201212958,0.5848189480612669
dinov2_vitb14,5,react,verified_v1,168,0.7259733504681561,0.8111158115229051,0.5857581943748739
dinov2_vitb14,5,ashs,verified_v1,168,0.5790368054663431,0.9294942579620499,0.4306943017953071
dinov2_vitb14,5,ashp,verified_v1,168,0.5581028953138419,0.9433730457834985,0.4086620930677056
dinov2_vitb14,5,ashb,verified_v1,168,0.5304827379796825,0.9289709230656872,0.4097541954330065
dinov2_vitl14,5,rsn_reported,verified_v1,168,0.8751744545591338,0.5815670169377236,0.7552256800747053
dinov2_vitl14,5,openmax,verified_v1,168,0.8723671488929483,0.6556496991020629,0.7510196484034009
dinov2_vitl14,5,knn,verified_v1,168,0.8715947312092487,0.6300832546047184,0.7467454003723152
dinov2_vitl14,5,msp,verified_v1,168,0.8672739349688179,0.6755218631996082,0.7435032984344525
dinov2_vitl14,5,maxlogit,verified_v1,168,0.8659502168702579,0.6729716570884599,0.7429922493995499
dinov2_vitl14,5,gradnorm,verified_v1,168,0.8616411990903362,0.6551622893220512,0.7427367268430523
dinov2_vitl14,5,entropy,verified_v1,168,0.8611954753476161,0.6600293009443384,0.7417177826729281
dinov2_vitl14,5,gen,verified_v1,168,0.858551907734436,0.659478067161045,0.7400856467447637
dinov2_vitl14,5,energy,verified_v1,168,0.8571119409526431,0.6590248685342066,0.7392496690845695
dinov2_vitl14,5,scale,verified_v1,168,0.8561448246083448,0.6603363049900697,0.7376660166370932
dinov2_vitl14,5,vim,verified_v1,168,0.8544054716541826,0.7271112523180694,0.7007379058425832
dinov2_vitl14,5,rsn_paper,verified_v1,168,0.852355022242593,0.6633909416255785,0.7179191768054339
dinov2_vitl14,5,mahalanobis,verified_v1,168,0.852349093486907,0.7139347497459637,0.7042418210343399
dinov2_vitl14,5,mahalanobispp,verified_v1,168,0.8502520489814345,0.7197079324462009,0.7015718606929894
dinov2_vitl14,5,nci,verified_v1,168,0.8454386087407237,0.6921284437150478,0.7130654274558937
dinov2_vitl14,5,rmd,verified_v1,168,0.8422688549831204,0.6190812932139051,0.7469047913423116
dinov2_vitl14,5,kl_matching,verified_v1,168,0.8390404678379068,0.6622160043549702,0.7286338110507378
dinov2_vitl14,5,dice,verified_v1,168,0.79003432295859,0.7977915924202167,0.6502063580322414
dinov2_vitl14,5,react,verified_v1,168,0.6369721237800813,0.8666414663551437,0.4989659584450762
dinov2_vitl14,5,ashp,verified_v1,168,0.5206708715751194,0.9496300192117886,0.38814779002051836
dinov2_vitl14,5,ashs,verified_v1,168,0.5082037505703382,0.9512676413539338,0.3821098780024421
dinov2_vitl14,5,ashb,verified_v1,168,0.5023534861952145,0.9446604441925953,0.38695187282057697
ALL,6,openmax,verified_v1,168,0.8534132705379686,0.6862535452353911,0.6044082418634534
ALL,6,msp,verified_v1,168,0.8474592106411085,0.750647378886701,0.5703642225116793
ALL,6,maxlogit,verified_v1,168,0.8455683128898677,0.750971016992146,0.5684554462887348
ALL,6,rsn_reported,verified_v1,168,0.845382411628886,0.6335892730214432,0.5952763259806044
ALL,6,rmd,verified_v1,168,0.8405121140821599,0.6245159925620327,0.6338760509567523
ALL,6,knn,verified_v1,168,0.8397408122127902,0.6835325193081283,0.5774711673422638
ALL,6,entropy,verified_v1,168,0.8352586395449271,0.7514984571946727,0.5577521779839362
ALL,6,kl_matching,verified_v1,168,0.8328341344773763,0.6843769288052312,0.5936595478419054
ALL,6,gradnorm,verified_v1,168,0.8305791946305722,0.7502396792685369,0.552607687223843
ALL,6,gen,verified_v1,168,0.8304198112787398,0.7521088000627956,0.5539112320891972
ALL,6,rsn_paper,verified_v1,168,0.8295800579243475,0.7154268725562558,0.5580489428897146
ALL,6,energy,verified_v1,168,0.8285726220470244,0.7520078389738731,0.5525765531118539
ALL,6,scale,verified_v1,168,0.8246286319409473,0.7544876785420822,0.547386586793569
ALL,6,nci,verified_v1,168,0.8121923117143132,0.8052261305678399,0.5155825070751254
ALL,6,mahalanobis,verified_v1,168,0.8048931824024873,0.8101841977532988,0.5050609501754951
ALL,6,vim,verified_v1,168,0.8022971551296395,0.8247644937430129,0.4955336684910436
ALL,6,mahalanobispp,verified_v1,168,0.801617395093529,0.81829620315141,0.5005667079019887
