backbone,id_size,method,implementation_version,n,AUROC,FPR95,AUPR_OUT
ALL,6,dice,verified_v1,168,0.7219184195804592,0.8504207074627337,0.4474162467320365
ALL,6,react,verified_v1,168,0.6760242370931137,0.862474213740041,0.39431674938532196
ALL,6,ashp,verified_v1,168,0.5383934713013528,0.9436495634373676,0.2761710415194677
ALL,6,ashs,verified_v1,168,0.534730286268795,0.9420653636579119,0.2761356341419531
ALL,6,ashb,verified_v1,168,0.5009835555157619,0.9430795696409374,0.26545315006704057
dinov2_vitb14,6,openmax,verified_v1,84,0.8457572942319144,0.6872646776991118,0.5984212321173497
dinov2_vitb14,6,rmd,verified_v1,84,0.843586323082463,0.605204977385735,0.6440198966935716
dinov2_vitb14,6,msp,verified_v1,84,0.8365852589049558,0.761406890734814,0.5555810871397938
dinov2_vitb14,6,maxlogit,verified_v1,84,0.834288068958684,0.7627870961737158,0.553200067712197
dinov2_vitb14,6,rsn_reported,verified_v1,84,0.830385916024139,0.6521128488164608,0.5777902998964142
dinov2_vitb14,6,kl_matching,verified_v1,84,0.8270443273591587,0.6873263005382304,0.5876547766144002
dinov2_vitb14,6,rsn_paper,verified_v1,84,0.8234395154003205,0.7217745600312063,0.5543682331051007
dinov2_vitb14,6,knn,verified_v1,84,0.8220087727060249,0.6895702994184597,0.5520958260313733
dinov2_vitb14,6,entropy,verified_v1,84,0.8219538647571566,0.768140557769164,0.53966546003119
dinov2_vitb14,6,gradnorm,verified_v1,84,0.8162811260435634,0.7745557798018838,0.5305189080348971
dinov2_vitb14,6,gen,verified_v1,84,0.8160413357890451,0.7692752250949678,0.5349792322624001
dinov2_vitb14,6,energy,verified_v1,84,0.8138340287083823,0.7692738775013889,0.5333792728548736
dinov2_vitb14,6,scale,verified_v1,84,0.8053605937943201,0.7733132653369114,0.5234432654187193
dinov2_vitb14,6,nci,verified_v1,84,0.7870445807514266,0.870665429213559,0.46713363280574444
dinov2_vitb14,6,mahalanobis,verified_v1,84,0.7753557784369068,0.8681319341903795,0.4603167162374412
dinov2_vitb14,6,mahalanobispp,verified_v1,84,0.7709487634051662,0.8781937373711683,0.4539201224727235
dinov2_vitb14,6,vim,verified_v1,84,0.7698898956003937,0.8799732822120481,0.4503198705203597
dinov2_vitb14,6,dice,verified_v1,84,0.6989438559581324,0.8861371703951393,0.4143763576745118
dinov2_vitb14,6,react,verified_v1,84,0.6771089011134873,0.8635015097077094,0.3954568419720814
dinov2_vitb14,6,ashp,verified_v1,84,0.541667841151393,0.940665969093955,0.27823610033532226
dinov2_vitb14,6,ashs,verified_v1,84,0.5376752956122751,0.9373473839115767,0.2797414673998208
dinov2_vitb14,6,ashb,verified_v1,84,0.49353861998536336,0.9402541893099551,0.2638040617265703
dinov2_vitl14,6,openmax,verified_v1,84,0.8610692468440229,0.6852424127716704,0.6103952516095572
dinov2_vitl14,6,rsn_reported,verified_v1,84,0.8603789072336331,0.6150656972264257,0.6127623520647947
dinov2_vitl14,6,msp,verified_v1,84,0.8583331623772613,0.7398878670385878,0.5851473578835648
dinov2_vitl14,6,knn,verified_v1,84,0.8574728517195555,0.6774947391977969,0.6028465086531541
dinov2_vitl14,6,maxlogit,verified_v1,84,0.8568485568210514,0.739154937810576,0.5837108248652726
dinov2_vitl14,6,entropy,verified_v1,84,0.8485634143326978,0.7348563566201812,0.5758388959366822
dinov2_vitl14,6,gradnorm,verified_v1,84,0.8448772632175808,0.7259235787351899,0.5746964664127889
dinov2_vitl14,6,gen,verified_v1,84,0.8447982867684344,0.7349423750306234,0.5728432319159944
dinov2_vitl14,6,scale,verified_v1,84,0.8438966700875742,0.7356620917472528,0.5713299081684188
dinov2_vitl14,6,energy,verified_v1,84,0.8433112153856668,0.7347418004463574,0.571773833368834
dinov2_vitl14,6,kl_matching,verified_v1,84,0.838623941595594,0.6814275570722318,0.5996643190694106
dinov2_vitl14,6,rmd,verified_v1,84,0.8374379050818567,0.6438270077383306,0.623732205219933
dinov2_vitl14,6,nci,verified_v1,84,0.8373400426771995,0.7397868319221206,0.5640313813445066
dinov2_vitl14,6,rsn_paper,verified_v1,84,0.8357206004483747,0.7090791850813053,0.5617296526743284
dinov2_vitl14,6,vim,verified_v1,84,0.8347044146588856,0.7695557052739775,0.5407474664617276
dinov2_vitl14,6,mahalanobis,verified_v1,84,0.8344305863680679,0.7522364613162181,0.5498051841135491
dinov2_vitl14,6,mahalanobispp,verified_v1,84,0.832286026781892,0.7583986689316518,0.5472132933312539
dinov2_vitl14,6,dice,verified_v1,84,0.744892983202786,0.814704244530328,0.48045613578956126
dinov2_vitl14,6,react,verified_v1,84,0.6749395730727399,0.8614469177723724,0.39317665679856234
dinov2_vitl14,6,ashp,verified_v1,84,0.5351191014513126,0.9466331577807804,0.2741059827036132
dinov2_vitl14,6,ashs,verified_v1,84,0.5317852769253151,0.9467833434042471,0.27252980088408535
dinov2_vitl14,6,ashb,verified_v1,84,0.5084284910461604,0.9459049499719198,0.26710223840751085
ALL,7,openmax,verified_v1,48,0.834254206747654,0.7069461180987567,0.3969609222899404
ALL,7,msp,verified_v1,48,0.830434996878032,0.8233183653130448,0.32978978889936367
ALL,7,rmd,verified_v1,48,0.8284353490053106,0.643945150479493,0.4422450094984692
ALL,7,maxlogit,verified_v1,48,0.8283736769620095,0.8257121910620479,0.327095291123185
ALL,7,kl_matching,verified_v1,48,0.8226567565194164,0.702569816407165,0.3971760130456529
ALL,7,rsn_reported,verified_v1,48,0.822428844092938,0.6857278658321005,0.38805750973625147
ALL,7,knn,verified_v1,48,0.8171010057930786,0.7355425959513108,0.3728516561950634
ALL,7,entropy,verified_v1,48,0.8129758132010233,0.8371076342713897,0.3081022674694834
ALL,7,rsn_paper,verified_v1,48,0.8075972775449808,0.7643138792409764,0.34534268663041073
ALL,7,gen,verified_v1,48,0.8068219219509873,0.838542775715283,0.3033904613356051
ALL,7,energy,verified_v1,48,0.8049159076828175,0.8390196015443868,0.30211401287216927
ALL,7,scale,verified_v1,48,0.8048006066440839,0.839882339594487,0.3016519119615045
ALL,7,gradnorm,verified_v1,48,0.8015377799445248,0.8340493983604221,0.3018516773512504
ALL,7,nci,verified_v1,48,0.793353764382335,0.846117274042194,0.3070800044362775
ALL,7,mahalanobis,verified_v1,48,0.7769958613607163,0.846272939172762,0.30568144991462626
ALL,7,mahalanobispp,verified_v1,48,0.7736426697200951,0.8524334937453277,0.3025686760215838
ALL,7,vim,verified_v1,48,0.7724862337043078,0.8599742166345118,0.2926480523856069
ALL,7,react,verified_v1,48,0.7464125847088168,0.8148875316472934,0.28743506122246193
ALL,7,dice,verified_v1,48,0.6764497020127123,0.865077966848857,0.25642542702184357
ALL,7,ashs,verified_v1,48,0.5498426859992686,0.9344503452247083,0.1535949391946871
ALL,7,ashb,verified_v1,48,0.5303164323403479,0.9329216762648068,0.15433850297303972
ALL,7,ashp,verified_v1,48,0.5253631317655495,0.9458734272454498,0.14222346510105696
dinov2_vitb14,7,rmd,verified_v1,24,0.8301925325549314,0.6479009105156137,0.44010114604798156
dinov2_vitb14,7,openmax,verified_v1,24,0.827606526316202,0.718329793711654,0.38933892052734603
dinov2_vitb14,7,msp,verified_v1,24,0.8132196530287575,0.8400439790736605,0.30734578586314615
dinov2_vitb14,7,kl_matching,verified_v1,24,0.811298436901143,0.7247653729635636,0.3774920020249977
dinov2_vitb14,7,maxlogit,verified_v1,24,0.8106363348919251,0.8428700527169265,0.30442808776102354
dinov2_vitb14,7,rsn_reported,verified_v1,24,0.8045761002437862,0.7080442708803396,0.3707911040357765
dinov2_vitb14,7,rsn_paper,verified_v1,24,0.7995701629867957,0.7716696960834075,0.3457779448406652
dinov2_vitb14,7,knn,verified_v1,24,0.7954462410600041,0.7394964960619413,0.3498813958236911
dinov2_vitb14,7,entropy,verified_v1,24,0.7930891646901893,0.8614864725276475,0.28454892090592204
dinov2_vitb14,7,gen,verified_v1,24,0.7853708020174776,0.8623297715371079,0.2792792340970827
dinov2_vitb14,7,energy,verified_v1,24,0.7830253047687563,0.8623067432364658,0.27788033021214287
dinov2_vitb14,7,scale,verified_v1,24,0.7823826338250024,0.8631136736545549,0.277188800372884
dinov2_vitb14,7,gradnorm,verified_v1,24,0.7809380990727336,0.8626761948873168,0.27720488569946655
dinov2_vitb14,7,nci,verified_v1,24,0.7613237887324916,0.9090700847080662,0.25977365850127493
dinov2_vitb14,7,mahalanobis,verified_v1,24,0.7428591299757668,0.8988082655981996,0.26794327940696566
dinov2_vitb14,7,mahalanobispp,verified_v1,24,0.7382227497369697,0.9044911777975916,0.26356160672278467
dinov2_vitb14,7,vim,verified_v1,24,0.7352996058379246,0.9069360023385545,0.25595264045156024
dinov2_vitb14,7,react,verified_v1,24,0.7170473724561265,0.8498600093660716,0.2626266303731993
dinov2_vitb14,7,dice,verified_v1,24,0.6604464792638164,0.8960871263171167,0.2374154220040402
dinov2_vitb14,7,ashs,verified_v1,24,0.5767136653061667,0.9145343681030318,0.17259104183426857
dinov2_vitb14,7,ashp,verified_v1,24,0.569689078068076,0.9286909046778303,0.16212915450682078
dinov2_vitb14,7,ashb,verified_v1,24,0.5183102999385866,0.9321962303697949,0.1559937199665847
dinov2_vitl14,7,msp,verified_v1,24,0.8476503407273065,0.806592751552429,0.35223379193558113
dinov2_vitl14,7,maxlogit,verified_v1,24,0.8461110190320936,0.8085543294071692,0.34976249448534635
dinov2_vitl14,7,openmax,verified_v1,24,0.8409018871791059,0.6955624424858594,0.4045829240525347
dinov2_vitl14,7,rsn_reported,verified_v1,24,0.8402815879420897,0.6634114607838614,0.40532391543672636
dinov2_vitl14,7,knn,verified_v1,24,0.8387557705261535,0.7315886958406804,0.3958219165664356
dinov2_vitl14,7,kl_matching,verified_v1,24,0.8340150761376899,0.6803742598507666,0.4168600240663081
dinov2_vitl14,7,entropy,verified_v1,24,0.8328624617118573,0.8127287960151318,0.3316556140330447
dinov2_vitl14,7,gen,verified_v1,24,0.8282730418844974,0.8147557798934582,0.3275016885741275
dinov2_vitl14,7,scale,verified_v1,24,0.8272185794631652,0.816651005534419,0.32611502355012506
dinov2_vitl14,7,energy,verified_v1,24,0.8268065105968788,0.815732459852308,0.3263476955321956
dinov2_vitl14,7,rmd,verified_v1,24,0.8266781654556895,0.6399893904433723,0.44438887294895674
dinov2_vitl14,7,nci,verified_v1,24,0.8253837400321783,0.7831644633763216,0.35438635037128
dinov2_vitl14,7,gradnorm,verified_v1,24,0.8221374608163162,0.8054226018335274,0.32649846900303425
dinov2_vitl14,7,rsn_paper,verified_v1,24,0.815624392103166,0.756958062398545,0.3449074284201563
dinov2_vitl14,7,mahalanobis,verified_v1,24,0.811132592745666,0.7937376127473245,0.3434196204222868
dinov2_vitl14,7,vim,verified_v1,24,0.8096728615706912,0.813012430930469,0.32934346431965367
dinov2_vitl14,7,mahalanobispp,verified_v1,24,0.8090625897032208,0.8003758096930639,0.3415757453203831
dinov2_vitl14,7,react,verified_v1,24,0.7757777969615072,0.7799150539285153,0.3122434920717245
dinov2_vitl14,7,dice,verified_v1,24,0.6924529247616081,0.8340688073805973,0.27543543203964693
dinov2_vitl14,7,ashb,verified_v1,24,0.542322564742109,0.9336471221598187,0.15268328597949476
dinov2_vitl14,7,ashs,verified_v1,24,0.5229717066923704,0.9543663223463846,0.13459883655510563
dinov2_vitl14,7,ashp,verified_v1,24,0.48103718546302304,0.9630559498130692,0.12231777569529317
