backbone,seed,id_size,id_set_id,id_set,method,AUROC,FPR95,AUPR_OUT,source
dinov2_vitl14,1,7,7,jaguar|leopard|lion|ocelot|puma|serval|tiger,gradnorm,0.7757485724245667,0.925459317585302,0.2068889394692878,verified_v1
dinov2_vitl14,0,3,54,ocelot|serval|tiger,react,0.5434844278743697,0.9529171838978542,0.6451027930768162,verified_v1
dinov2_vitl14,1,3,40,leopard|ocelot|puma,nci,0.8554054567221693,0.6032706304943757,0.8760294722196696,verified_v1
dinov2_vitb14,1,3,42,leopard|ocelot|tiger,msp,0.8864022869465756,0.6433150183150184,0.8996325479811932,verified_v1
dinov2_vitb14,0,7,4,cheetah|jaguar|leopard|ocelot|puma|serval|tiger,ashs,0.3542153194015865,0.9848942598187312,0.1090795527828409,verified_v1
dinov2_vitl14,0,3,12,cheetah|lion|puma,openmax,0.940564565955322,0.2149193548387096,0.9528698819387612,verified_v1
dinov2_vitb14,2,3,29,jaguar|lion|tiger,ashb,0.4471016007466332,0.9167466871519108,0.5898686571038284,verified_v1
dinov2_vitb14,1,7,1,cheetah|jaguar|leopard|lion|ocelot|puma|tiger,openmax,0.8504328874613196,0.6999339061467283,0.3141731807287867,verified_v1
dinov2_vitb14,2,7,5,cheetah|jaguar|lion|ocelot|puma|serval|tiger,rsn_reported,0.559903997067616,0.9589411129119396,0.1145425179058445,verified_v1
dinov2_vitl14,2,7,5,cheetah|jaguar|lion|ocelot|puma|serval|tiger,kl_matching,0.606261558797414,0.9232847109670448,0.1395562697705253,verified_v1
dinov2_vitl14,2,3,26,jaguar|lion|ocelot,openmax,0.8729730717027046,0.5807322119276783,0.9123441935226514,verified_v1
dinov2_vitl14,1,3,40,leopard|ocelot|puma,openmax,0.8893928445248036,0.5618678514037243,0.906259836822376,verified_v1
dinov2_vitl14,1,7,7,jaguar|leopard|lion|ocelot|puma|serval|tiger,kl_matching,0.9297858774586576,0.5060367454068242,0.4846533847685182,verified_v1
dinov2_vitb14,1,7,7,jaguar|leopard|lion|ocelot|puma|serval|tiger,vim,0.7080199829674303,0.9648293963254592,0.1572138163031939,verified_v1
dinov2_vitl14,0,3,12,cheetah|lion|puma,react,0.7053162815531536,0.8350806451612903,0.7261573206371275,verified_v1
dinov2_vitb14,1,3,0,cheetah|jaguar|leopard,mahalanobis,0.925272683317185,0.3609896907216495,0.9511177496872744,verified_v1
dinov2_vitb14,0,7,4,cheetah|jaguar|leopard|ocelot|puma|serval|tiger,dice,0.8666475909575585,0.8746223564954683,0.3923645673849361,verified_v1
dinov2_vitb14,2,7,5,cheetah|jaguar|lion|ocelot|puma|serval|tiger,scale,0.7236518650695587,0.8989735278227985,0.1865847519314728,verified_v1
dinov2_vitb14,1,3,42,leopard|ocelot|tiger,nci,0.8663336861964956,0.6837912087912088,0.8829637798384037,verified_v1
dinov2_vitl14,2,3,26,jaguar|lion|ocelot,react,0.7166282265914482,0.7529009624898804,0.8155883902625187,verified_v1
dinov2_vitb14,0,3,14,cheetah|lion|tiger,mahalanobispp,0.875850561695948,0.8310119801305152,0.8459494904767718,verified_v1
dinov2_vitb14,2,3,29,jaguar|lion|tiger,ashp,0.5322623863287949,0.9367198002688688,0.6177966600618177,verified_v1
dinov2_vitb14,1,7,1,cheetah|jaguar|leopard|lion|ocelot|puma|tiger,react,0.7594084885213974,0.8836748182419035,0.1817909747097606,verified_v1
dinov2_vitl14,1,3,40,leopard|ocelot|puma,react,0.7644014779676083,0.7999810946214198,0.8012599107198766,verified_v1
dinov2_vitb14,0,7,4,cheetah|jaguar|leopard|ocelot|puma|serval|tiger,energy,0.8527586403622147,0.822129909365559,0.3831439197644392,verified_v1
dinov2_vitb14,1,3,42,leopard|ocelot|tiger,openmax,0.8866403466798636,0.640934065934066,0.898099385727306,verified_v1
dinov2_vitb14,0,3,14,cheetah|lion|tiger,maxlogit,0.9287375261952536,0.4347910782117464,0.9247474127868648,verified_v1
dinov2_vitb14,2,3,29,jaguar|lion|tiger,ashs,0.4698647367410268,0.9322066449010948,0.5902892838223139,verified_v1
dinov2_vitl14,0,3,54,ocelot|serval|tiger,rmd,0.8711123475166038,0.6893066146479873,0.8838222215283256,verified_v1
dinov2_vitb14,2,7,0,cheetah|jaguar|leopard|lion|ocelot|puma|serval,ashb,0.6530242836958624,0.9479015918958033,0.2165290386242826,verified_v1
dinov2_vitb14,2,7,5,cheetah|jaguar|lion|ocelot|puma|serval|tiger,vim,0.5387781553915618,0.951917882225824,0.1070541304603666,verified_v1
dinov2_vitb14,1,3,0,cheetah|jaguar|leopard,mahalanobispp,0.9240417918391594,0.3891134020618557,0.949204468927198,verified_v1
dinov2_vitb14,0,7,4,cheetah|jaguar|leopard|ocelot|puma|serval|tiger,entropy,0.8582701150701973,0.8225075528700906,0.390923661702245,verified_v1
dinov2_vitb14,1,3,42,leopard|ocelot|tiger,react,0.7204018816455441,0.8385531135531136,0.7813594525600354,verified_v1
dinov2_vitb14,0,3,14,cheetah|lion|tiger,msp,0.9292301356797614,0.4367390669134119,0.9245942927504468,verified_v1
dinov2_vitl14,2,3,26,jaguar|lion|ocelot,rmd,0.8849370111013384,0.3713231987046865,0.9282278336030344,verified_v1
dinov2_vitb14,2,3,29,jaguar|lion|tiger,dice,0.8580891040738008,0.8143844824275014,0.8523291037829077,verified_v1
dinov2_vitb14,0,7,4,cheetah|jaguar|leopard|ocelot|puma|serval|tiger,gen,0.8540260937525243,0.822129909365559,0.3848386110081253,verified_v1
dinov2_vitl14,0,3,12,cheetah|lion|puma,rmd,0.9444971058792924,0.2060483870967742,0.9539494510999936,verified_v1
dinov2_vitl14,0,3,54,ocelot|serval|tiger,rsn_paper,0.8515045789493,0.8380918602589111,0.8547497174516488,verified_v1
dinov2_vitb14,2,7,0,cheetah|jaguar|leopard|lion|ocelot|puma|serval,ashp,0.456624475673452,0.981548480463097,0.1362701167927471,verified_v1
dinov2_vitb14,1,3,0,cheetah|jaguar|leopard,maxlogit,0.7698729640533961,0.7315463917525773,0.871654578796393,verified_v1
dinov2_vitb14,1,7,1,cheetah|jaguar|leopard|lion|ocelot|puma|tiger,rmd,0.9072550196852048,0.5247851949768672,0.4439669634724423,verified_v1
dinov2_vitb14,2,7,6,cheetah|leopard|lion|ocelot|puma|serval|tiger,ashb,0.6356042201203116,0.9118505545826036,0.1447078056468763,verified_v1
dinov2_vitb14,0,7,4,cheetah|jaguar|leopard|ocelot|puma|serval|tiger,gradnorm,0.8578983028256622,0.8051359516616314,0.3919114886150837,verified_v1
dinov2_vitb14,2,3,29,jaguar|lion|tiger,energy,0.8876757536245069,0.461302093335894,0.912425333374976,verified_v1
dinov2_vitb14,0,3,14,cheetah|lion|tiger,nci,0.900953610921856,0.7258205902405767,0.8758627657300913,verified_v1
dinov2_vitl14,2,3,26,jaguar|lion|ocelot,rsn_paper,0.9129862457544028,0.3465863092560943,0.9476495006238322,verified_v1
dinov2_vitl14,1,3,40,leopard|ocelot|puma,rmd,0.856729490497901,0.5156442007751205,0.8987816707545817,verified_v1
dinov2_vitb14,2,7,6,cheetah|leopard|lion|ocelot|puma|serval|tiger,ashp,0.7595566614722616,0.8050204319906596,0.2283800872893376,verified_v1
dinov2_vitl14,0,3,12,cheetah|lion|puma,rsn_paper,0.9488671206278744,0.1711693548387096,0.9654634689592176,verified_v1
dinov2_vitb14,2,7,0,cheetah|jaguar|leopard|lion|ocelot|puma|serval,ashs,0.5671078478185811,0.9848046309696092,0.1708603277685079,verified_v1
dinov2_vitl14,0,3,54,ocelot|serval|tiger,rsn_reported,0.9028574344156456,0.8772832062422415,0.8766606015404002,verified_v1
dinov2_vitb14,1,3,0,cheetah|jaguar|leopard,msp,0.7825293320614621,0.7425154639175258,0.8753811394279823,verified_v1
dinov2_vitb14,1,3,42,leopard|ocelot|tiger,rmd,0.8553650358489309,0.6152014652014652,0.8902754747080157,verified_v1
dinov2_vitb14,0,7,4,cheetah|jaguar|leopard|ocelot|puma|serval|tiger,kl_matching,0.8994058930562063,0.4278700906344411,0.6645581467505374,verified_v1
dinov2_vitb14,2,7,6,cheetah|leopard|lion|ocelot|puma|serval|tiger,ashs,0.7642649348736983,0.7880910683012259,0.2451509186583895,verified_v1
dinov2_vitb14,2,3,29,jaguar|lion|tiger,entropy,0.8881344883237478,0.4613981179181871,0.912763848238298,verified_v1
dinov2_vitb14,0,3,14,cheetah|lion|tiger,openmax,0.9313549983589636,0.4548553618389013,0.9275222876413,verified_v1
dinov2_vitl14,0,3,54,ocelot|serval|tiger,scale,0.8508312118800265,0.5396346870012414,0.9072185512151772,verified_v1
dinov2_vitb14,2,7,0,cheetah|jaguar|leopard|lion|ocelot|puma|serval,dice,0.8796955783937058,0.709479015918958,0.5076133071762474,verified_v1
dinov2_vitb14,1,7,1,cheetah|jaguar|leopard|lion|ocelot|puma|tiger,rsn_paper,0.889854365867564,0.6886979510905485,0.3672374425301632,verified_v1
dinov2_vitl14,1,3,40,leopard|ocelot|puma,rsn_paper,0.9260374078340996,0.2840533131675962,0.9523479088224512,verified_v1
dinov2_vitb14,2,7,6,cheetah|leopard|lion|ocelot|puma|serval|tiger,dice,0.3817265830707544,0.9130180969060128,0.0890826707734085,verified_v1
dinov2_vitl14,2,3,26,jaguar|lion|ocelot,rsn_reported,0.900752099207414,0.399208419537645,0.9365299984732518,verified_v1
dinov2_vitb14,1,3,0,cheetah|jaguar|leopard,nci,0.8548641015597914,0.7216494845360825,0.8991180625370789,verified_v1
dinov2_vitl14,0,3,12,cheetah|lion|puma,rsn_reported,0.9562738445021146,0.1561491935483871,0.9687296453245632,verified_v1
dinov2_vitb14,1,3,42,leopard|ocelot|tiger,rsn_paper,0.8815857457484357,0.591025641025641,0.8995344982786206,verified_v1
dinov2_vitb14,2,7,0,cheetah|jaguar|leopard|lion|ocelot|puma|serval,energy,0.7745069187841745,0.7963096960926194,0.3557467291141134,verified_v1
dinov2_vitb14,2,3,29,jaguar|lion|tiger,gen,0.8880346766667003,0.461302093335894,0.912771175784345,verified_v1
dinov2_vitb14,2,7,6,cheetah|leopard|lion|ocelot|puma|serval|tiger,energy,0.7116464080441645,0.9182720373613544,0.1667482287480705,verified_v1
dinov2_vitb14,0,3,14,cheetah|lion|tiger,react,0.7459843961620456,0.9225674491087952,0.7453994194356856,verified_v1
dinov2_vitb14,1,3,0,cheetah|jaguar|leopard,openmax,0.8107993710609318,0.7129072164948453,0.8894952551623462,verified_v1
dinov2_vitb14,2,7,0,cheetah|jaguar|leopard|lion|ocelot|puma|serval,entropy,0.8100403054990315,0.7829232995658466,0.3837087261747603,verified_v1
dinov2_vitl14,2,3,26,jaguar|lion|ocelot,scale,0.8872985747949103,0.4477826751821535,0.9263338321915356,verified_v1
dinov2_vitb14,2,7,6,cheetah|leopard|lion|ocelot|puma|serval|tiger,entropy,0.7147409558811975,0.9206071220081729,0.1681076800074734,verified_v1
dinov2_vitl14,0,3,12,cheetah|lion|puma,scale,0.9375337507552618,0.2449596774193548,0.9467872296754052,verified_v1
dinov2_vitl14,1,3,40,leopard|ocelot|puma,rsn_reported,0.9195795523749876,0.330466017582002,0.9441628893729506,verified_v1
dinov2_vitb14,2,3,29,jaguar|lion|tiger,gradnorm,0.8849755558475602,0.4770501248319569,0.9094909646566433,verified_v1
dinov2_vitb14,1,3,0,cheetah|jaguar|leopard,react,0.5739342462570067,0.919340206185567,0.7292461069885976,verified_v1
dinov2_vitl14,0,3,54,ocelot|serval|tiger,vim,0.8877035271454975,0.8962582018088313,0.8641113088691421,verified_v1
dinov2_vitb14,1,7,1,cheetah|jaguar|leopard|lion|ocelot|puma|tiger,rsn_reported,0.8716416801711344,0.767349636483807,0.3038154440184084,verified_v1
dinov2_vitb14,1,3,42,leopard|ocelot|tiger,rsn_reported,0.8814148788630596,0.5828754578754579,0.884464794030676,verified_v1
dinov2_vitb14,2,7,6,cheetah|leopard|lion|ocelot|puma|serval|tiger,gen,0.7124025883054399,0.9206071220081729,0.1670675601451253,verified_v1
dinov2_vitb14,2,7,0,cheetah|jaguar|leopard|lion|ocelot|puma|serval,gen,0.7825920892499896,0.7941389290882779,0.3612910739932428,verified_v1
dinov2_vitb14,2,3,29,jaguar|lion|tiger,kl_matching,0.8399213609210272,0.5183406952179758,0.8827421447801302,verified_v1
dinov2_vitb14,0,3,14,cheetah|lion|tiger,rmd,0.9353960864585902,0.3561897340995422,0.9458105271030334,verified_v1
dinov2_vitl14,1,3,40,leopard|ocelot|puma,scale,0.8819478758565049,0.5431515266093203,0.9044629627111204,verified_v1
dinov2_vitb14,1,7,1,cheetah|jaguar|leopard|lion|ocelot|puma|tiger,scale,0.8264175568704321,0.8539325842696629,0.2226187152817769,verified_v1
dinov2_vitb14,1,3,42,leopard|ocelot|tiger,scale,0.8806432569816107,0.6597069597069597,0.8910042237632407,verified_v1
dinov2_vitl14,0,3,55,puma|serval|tiger,ashb,0.4529979989263048,0.9885181550539744,0.5286120293675212,verified_v1
dinov2_vitb14,2,7,6,cheetah|leopard|lion|ocelot|puma|serval|tiger,gradnorm,0.6908912148747813,0.9206071220081729,0.1555981568135824,verified_v1
dinov2_vitb14,2,7,0,cheetah|jaguar|leopard|lion|ocelot|puma|serval,gradnorm,0.8204498985016443,0.7945007235890015,0.3874911354854815,verified_v1
dinov2_vitb14,1,3,0,cheetah|jaguar|leopard,rmd,0.8510123107888539,0.5910103092783505,0.9158294052083086,verified_v1
dinov2_vitl14,2,3,26,jaguar|lion|ocelot,vim,0.8968039386960477,0.4778267518215346,0.930172985277632,verified_v1
dinov2_vitb14,0,3,14,cheetah|lion|tiger,rsn_paper,0.9224568614107406,0.557222168111425,0.9039140696812402,verified_v1
dinov2_vitl14,0,3,12,cheetah|lion|puma,vim,0.9431454104217716,0.3095766129032258,0.9519444810210812,verified_v1
dinov2_vitl14,0,3,55,puma|serval|tiger,ashp,0.2856046520796164,0.9955839057899902,0.4416827715663851,verified_v1
dinov2_vitb14,2,7,6,cheetah|leopard|lion|ocelot|puma|serval|tiger,kl_matching,0.6439782709942015,0.900758902510216,0.1548397607010249,verified_v1
dinov2_vitb14,2,7,0,cheetah|jaguar|leopard|lion|ocelot|puma|serval,kl_matching,0.9251882923054696,0.4761215629522431,0.6258001791196065,verified_v1
dinov2_vitl14,0,7,3,cheetah|jaguar|leopard|lion|puma|serval|tiger,knn,0.7526111583763198,0.9604685212298684,0.2069463870509297,verified_v1
dinov2_vitl14,2,3,27,jaguar|lion|puma,ashb,0.33224690678606,0.9939490129947426,0.4550674179005342,verified_v1
dinov2_vitb14,1,3,0,cheetah|jaguar|leopard,rsn_paper,0.933744267677667,0.2494845360824742,0.9671316396699068,verified_v1
dinov2_vitb14,1,3,42,leopard|ocelot|tiger,vim,0.859631826072327,0.7312271062271062,0.8635011774650025,verified_v1
dinov2_vitb14,1,7,1,cheetah|jaguar|leopard|lion|ocelot|puma|tiger,vim,0.7495533957978289,0.8651685393258427,0.185371666781052,verified_v1
dinov2_vitb14,0,3,14,cheetah|lion|tiger,rsn_reported,0.9312569222625005,0.5097886432258693,0.9063585116686296,verified_v1
dinov2_vitl14,1,3,40,leopard|ocelot|puma,vim,0.9115267182402282,0.3867095188581151,0.9351363663633792,verified_v1
dinov2_vitl14,0,3,55,puma|serval|tiger,ashs,0.3024010767644466,0.9950932286555446,0.4472880682896992,verified_v1
dinov2_vitl14,0,3,13,cheetah|lion|serval,ashb,0.5927397920018398,0.8640843852671624,0.7404311505023424,verified_v1
dinov2_vitl14,2,3,27,jaguar|lion|puma,ashp,0.4777978050624482,0.9811526634262474,0.5366353260378971,verified_v1
dinov2_vitb14,1,3,0,cheetah|jaguar|leopard,rsn_reported,0.9243362912460152,0.2989690721649484,0.9564636967996396,verified_v1
dinov2_vitb14,1,3,43,leopard|puma|serval,ashb,0.4381520780552257,0.9522015962693928,0.6059256084509721,verified_v1
dinov2_vitl14,2,3,27,jaguar|lion|puma,ashs,0.4446912164856988,0.9852197202658466,0.5149493934676589,verified_v1
dinov2_vitl14,0,3,55,puma|serval|tiger,dice,0.8410858159779504,0.9232580961727184,0.7919992437451014,verified_v1
dinov2_vitb14,0,3,14,cheetah|lion|tiger,scale,0.9109121293237352,0.4867049771111327,0.9096255122348402,verified_v1
dinov2_vitb14,1,7,2,cheetah|jaguar|leopard|lion|ocelot|serval|tiger,ashb,0.4145968745562157,0.9884541372674792,0.1406229055399338,verified_v1
dinov2_vitl14,0,3,13,cheetah|lion|serval,ashp,0.6426238447416588,0.9477779699118104,0.7254718619849039,verified_v1
dinov2_vitb14,1,3,0,cheetah|jaguar|leopard,scale,0.7281061175381421,0.7248659793814433,0.8541992085685033,verified_v1
dinov2_vitl14,1,3,41,leopard|ocelot|serval,ashb,0.5832018657686152,0.91973079448457,0.7463446129123724,verified_v1
dinov2_vitl14,2,3,27,jaguar|lion|puma,dice,0.8852692094543716,0.5866481499851205,0.9000016641148932,verified_v1
dinov2_vitb14,1,3,43,leopard|puma|serval,ashp,0.4826973220193559,0.955430006277464,0.6192929256550082,verified_v1
dinov2_vitl14,0,3,55,puma|serval|tiger,energy,0.8947673894044961,0.5527968596663395,0.9008426414723808,verified_v1
dinov2_vitb14,1,7,2,cheetah|jaguar|leopard|lion|ocelot|serval|tiger,ashp,0.5414770608081043,0.9557408595253368,0.1823199622183842,verified_v1
dinov2_vitb14,2,3,29,jaguar|lion|tiger,knn,0.8256961243130873,0.7500480122911465,0.829708384029647,verified_v1
dinov2_vitl14,0,3,13,cheetah|lion|serval,ashs,0.6573746298247847,0.864170845581878,0.7724767293227952,verified_v1
dinov2_vitb14,0,3,14,cheetah|lion|tiger,vim,0.8725856970740644,0.8186422518749391,0.8463777162753778,verified_v1
dinov2_vitl14,2,3,27,jaguar|lion|puma,energy,0.8496004966369353,0.5745461759746057,0.877985660570082,verified_v1
dinov2_vitl14,1,3,41,leopard|ocelot|serval,ashp,0.3657710433164587,0.9709455022980958,0.6101374998681008,verified_v1
dinov2_vitl14,0,3,13,cheetah|lion|serval,dice,0.9422900438185796,0.4158741137817742,0.9393469996104632,verified_v1
dinov2_vitl14,0,7,3,cheetah|jaguar|leopard|lion|puma|serval|tiger,mahalanobis,0.7032196687926443,0.9604685212298684,0.1739126042917412,verified_v1
dinov2_vitl14,2,7,5,cheetah|jaguar|lion|ocelot|puma|serval|tiger,knn,0.702343765281443,0.9621826039978392,0.1561469919975016,verified_v1
dinov2_vitl14,1,7,1,cheetah|jaguar|leopard|lion|ocelot|puma|tiger,knn,0.8899292664919505,0.7918043621943159,0.3250312838972135,verified_v1
dinov2_vitb14,1,3,43,leopard|puma|serval,ashs,0.4414303199775354,0.951125459600036,0.6033940854310447,verified_v1
dinov2_vitl14,2,3,27,jaguar|lion|puma,entropy,0.849886088943968,0.5848626128360281,0.8773392099528766,verified_v1
dinov2_vitb14,1,3,0,cheetah|jaguar|leopard,vim,0.9246507158023752,0.3850721649484536,0.950257032990969,verified_v1
dinov2_vitl14,0,3,55,puma|serval|tiger,entropy,0.8950947764912073,0.5533856722276742,0.9010581533398174,verified_v1
dinov2_vitb14,0,3,15,cheetah|ocelot|puma,ashb,0.5400196711266453,0.983173305447286,0.5933387831803938,verified_v1
dinov2_vitb14,1,7,2,cheetah|jaguar|leopard|lion|ocelot|serval|tiger,ashs,0.4714986162331441,0.9871712636305324,0.1554565979016392,verified_v1
dinov2_vitl14,0,3,13,cheetah|lion|serval,energy,0.8162148922039356,0.7124329932560954,0.8703957910259831,verified_v1
dinov2_vitb14,2,3,29,jaguar|lion|tiger,mahalanobis,0.8105350220182683,0.878144805070098,0.8002848984367203,verified_v1
dinov2_vitl14,1,3,41,leopard|ocelot|serval,ashs,0.3605424137257869,0.9707813525935652,0.6101251517876981,verified_v1
dinov2_vitb14,0,3,15,cheetah|ocelot|puma,ashp,0.4857609625937875,0.903222739804164,0.6221435780258323,verified_v1
dinov2_vitl14,1,7,7,jaguar|leopard|lion|ocelot|puma|serval|tiger,knn,0.9257670124101354,0.5664041994750656,0.4428435101282024,verified_v1
dinov2_vitl14,2,3,27,jaguar|lion|puma,gen,0.8498415449501037,0.582977879178653,0.8775953000675545,verified_v1
dinov2_vitb14,1,3,43,leopard|puma|serval,dice,0.7385056865928536,0.8980360505784235,0.7869660716075678,verified_v1
dinov2_vitl14,0,3,55,puma|serval|tiger,gen,0.8950159823954199,0.554072620215898,0.9010074991629884,verified_v1
dinov2_vitb14,1,3,1,cheetah|jaguar|lion,ashb,0.3951514727688182,0.9918849783893446,0.5607816824413941,verified_v1
dinov2_vitb14,0,7,4,cheetah|jaguar|leopard|ocelot|puma|serval|tiger,knn,0.933881084705236,0.4595921450151057,0.5648511459088952,verified_v1
dinov2_vitl14,0,3,13,cheetah|lion|serval,entropy,0.8179212742344312,0.7026629776932388,0.871134653273543,verified_v1
dinov2_vitb14,1,7,2,cheetah|jaguar|leopard|lion|ocelot|serval|tiger,dice,0.8239090135932612,0.8948043617703656,0.3730143086263817,verified_v1
dinov2_vitb14,0,3,15,cheetah|ocelot|puma,ashs,0.5336405486818276,0.972716037646164,0.5971377457832598,verified_v1
dinov2_vitl14,0,3,13,cheetah|lion|serval,gen,0.8174151479730652,0.7051703268199896,0.8708875218737078,verified_v1
dinov2_vitb14,1,3,1,cheetah|jaguar|lion,ashp,0.4880485735491963,0.9528093851989062,0.63576784514934,verified_v1
dinov2_vitl14,2,3,27,jaguar|lion|puma,gradnorm,0.8493079879737334,0.5984525344707866,0.8759324603361358,verified_v1
dinov2_vitl14,1,3,41,leopard|ocelot|serval,dice,0.8709000730680345,0.6993598161523309,0.9155947505364184,verified_v1
dinov2_vitb14,2,3,29,jaguar|lion|tiger,mahalanobispp,0.8072007250698284,0.8922604186671788,0.7950320082706922,verified_v1
dinov2_vitb14,1,3,43,leopard|puma|serval,energy,0.8883057530030897,0.5394135055152004,0.9110411649698812,verified_v1
dinov2_vitl14,0,3,55,puma|serval|tiger,gradnorm,0.8913234153668596,0.5611383709519137,0.8978997400001484,verified_v1
dinov2_vitb14,1,7,2,cheetah|jaguar|leopard|lion|ocelot|serval|tiger,energy,0.8889160575492799,0.6853752405388069,0.5281344209365224,verified_v1
dinov2_vitb14,1,3,1,cheetah|jaguar|lion,ashs,0.3944451595143245,0.9835053365087766,0.5660822421368519,verified_v1
dinov2_vitl14,0,3,13,cheetah|lion|serval,gradnorm,0.8202828915099634,0.7102714853882068,0.8715842916568846,verified_v1
dinov2_vitb14,0,3,15,cheetah|ocelot|puma,dice,0.7553264591538884,0.8111987831542923,0.8098014899358619,verified_v1
dinov2_vitb14,2,3,29,jaguar|lion|tiger,maxlogit,0.8870872139057072,0.4736892644516996,0.9109307679613738,verified_v1
dinov2_vitl14,1,3,41,leopard|ocelot|serval,energy,0.8595229179772703,0.6698128693368351,0.9131192467841088,verified_v1
dinov2_vitl14,2,3,27,jaguar|lion|puma,kl_matching,0.8039391787343115,0.7284991568296796,0.8270265804452815,verified_v1
dinov2_vitl14,0,7,3,cheetah|jaguar|leopard|lion|puma|serval|tiger,mahalanobispp,0.6930801758359865,0.961444607125427,0.1693500044250166,verified_v1
dinov2_vitb14,1,3,1,cheetah|jaguar|lion,dice,0.8303640728620629,0.8003881097292053,0.8700447726510578,verified_v1
dinov2_vitb14,1,3,43,leopard|puma|serval,entropy,0.8894637702385886,0.5341225002241952,0.9118076197652744,verified_v1
dinov2_vitl14,2,7,5,cheetah|jaguar|lion|ocelot|puma|serval|tiger,mahalanobis,0.6564885540872514,0.9562398703403564,0.1403405466721177,verified_v1
dinov2_vitl14,0,3,55,puma|serval|tiger,kl_matching,0.8191457217160815,0.5894013738959765,0.8569771318311483,verified_v1
dinov2_vitb14,2,3,29,jaguar|lion|tiger,msp,0.8869981906947125,0.4792586902246975,0.9103088716931542,verified_v1
dinov2_vitl14,0,3,13,cheetah|lion|serval,kl_matching,0.7865813992238204,0.7107902472765001,0.8594687589879109,verified_v1
dinov2_vitb14,1,7,2,cheetah|jaguar|leopard|lion|ocelot|serval|tiger,entropy,0.8898003985503209,0.6879409878127004,0.5275878831809705,verified_v1
dinov2_vitl14,1,7,1,cheetah|jaguar|leopard|lion|ocelot|puma|tiger,mahalanobis,0.8589977287390619,0.845340383344349,0.278104389997993,verified_v1
dinov2_vitb14,0,7,4,cheetah|jaguar|leopard|ocelot|puma|serval|tiger,mahalanobis,0.8817646150055738,0.902190332326284,0.3983604765696695,verified_v1
dinov2_vitl14,0,7,3,cheetah|jaguar|leopard|lion|puma|serval|tiger,maxlogit,0.8911322950838337,0.8443142996583699,0.3575590919726795,verified_v1
dinov2_vitb14,0,3,15,cheetah|ocelot|puma,energy,0.9414862634087044,0.2885255252400418,0.9594030703308878,verified_v1
dinov2_vitb14,1,3,1,cheetah|jaguar|lion,energy,0.8738601022887009,0.557731322219282,0.919404844794112,verified_v1
dinov2_vitl14,1,3,41,leopard|ocelot|serval,entropy,0.8623309728593758,0.6810571240971767,0.914154930828537,verified_v1
dinov2_vitb14,2,3,29,jaguar|lion|tiger,nci,0.7984785528253128,0.687728058382946,0.83322834408874,verified_v1
dinov2_vitb14,1,3,43,leopard|puma|serval,gen,0.8891601528889664,0.536723163841808,0.9116302271421262,verified_v1
dinov2_vitl14,0,7,3,cheetah|jaguar|leopard|lion|puma|serval|tiger,msp,0.8916145037242486,0.8443142996583699,0.3582003123538891,verified_v1
dinov2_vitb14,1,3,1,cheetah|jaguar|lion,entropy,0.875464289917446,0.5646114492370116,0.9197954719173213,verified_v1
dinov2_vitl14,1,7,7,jaguar|leopard|lion|ocelot|puma|serval|tiger,mahalanobis,0.8773217895183749,0.7627296587926509,0.3345004179036406,verified_v1
dinov2_vitb14,1,7,2,cheetah|jaguar|leopard|lion|ocelot|serval|tiger,gen,0.8891510697776086,0.6866581141757537,0.5280606023315765,verified_v1
dinov2_vitb14,0,3,15,cheetah|ocelot|puma,entropy,0.9431143084279942,0.2946097537788763,0.9601264821858296,verified_v1
dinov2_vitb14,2,3,29,jaguar|lion|tiger,openmax,0.8860016644260932,0.5223737276742846,0.905912754267086,verified_v1
dinov2_vitl14,1,3,41,leopard|ocelot|serval,gen,0.8615605822808086,0.6730958634274459,0.9138625759525668,verified_v1
dinov2_vitb14,1,3,43,leopard|puma|serval,gradnorm,0.8877722135833517,0.5560936238902341,0.9098050145348556,verified_v1
dinov2_vitb14,1,3,1,cheetah|jaguar|lion,gen,0.87502732354711,0.5597600776219458,0.919665148873323,verified_v1
dinov2_vitl14,0,7,3,cheetah|jaguar|leopard|lion|puma|serval|tiger,nci,0.8314295455159254,0.9477794045876036,0.2743226909840189,verified_v1
dinov2_vitb14,1,7,2,cheetah|jaguar|leopard|lion|ocelot|serval|tiger,gradnorm,0.8963661286697145,0.6789608723540731,0.5403648465027747,verified_v1
dinov2_vitb14,0,3,15,cheetah|ocelot|puma,gen,0.9426742070998196,0.2921380359349748,0.9599282540406404,verified_v1
dinov2_vitl14,1,3,41,leopard|ocelot|serval,gradnorm,0.8679074779631586,0.6712081418253447,0.91653363588244,verified_v1
dinov2_vitb14,2,3,29,jaguar|lion|tiger,react,0.2706765454061502,0.9896293451123488,0.4507409657317713,verified_v1
dinov2_vitl14,0,7,3,cheetah|jaguar|leopard|lion|puma|serval|tiger,openmax,0.8368908963506753,0.8521229868228404,0.3025295939439656,verified_v1
dinov2_vitb14,0,7,4,cheetah|jaguar|leopard|ocelot|puma|serval|tiger,mahalanobispp,0.8813822257136856,0.9097432024169184,0.3956589126064332,verified_v1
dinov2_vitb14,1,3,43,leopard|puma|serval,kl_matching,0.8329058494675927,0.5903506411980989,0.884436639922678,verified_v1
dinov2_vitb14,1,3,1,cheetah|jaguar|lion,gradnorm,0.8770362748568541,0.5792537708388462,0.9190302618363622,verified_v1
