id_size,method_a,method_b,metric,n,mean_diff,ci_low,ci_high,good_rate
7,rsn_reported,entropy,AUPR_OUT,48,0.079955,0.024711,0.135199,0.5
7,rsn_reported,gen,AUROC,48,0.015607,-0.017694,0.048908,0.5625
7,rsn_reported,gen,FPR95,48,0.152815,0.062603,0.243027,0.4375
7,rsn_reported,gen,AUPR_OUT,48,0.084667,0.027882,0.141452,0.5
7,rsn_reported,gradnorm,AUROC,48,0.020891,-0.009886,0.051668,0.5
7,rsn_reported,gradnorm,FPR95,48,0.148322,0.05919,0.237453,0.4375
7,rsn_reported,gradnorm,AUPR_OUT,48,0.086206,0.031865,0.140547,0.479167
7,rsn_reported,kl_matching,AUROC,48,-0.000228,-0.016282,0.015827,0.583333
7,rsn_reported,kl_matching,FPR95,48,0.016842,-0.040877,0.074561,0.3125
7,rsn_reported,kl_matching,AUPR_OUT,48,-0.009119,-0.038333,0.020096,0.25
7,rsn_reported,knn,AUROC,48,0.005328,-0.000921,0.011577,0.625
7,rsn_reported,knn,FPR95,48,0.049815,0.015886,0.083744,0.666667
7,rsn_reported,knn,AUPR_OUT,48,0.015206,0.005304,0.025108,0.5625
7,rsn_reported,mahalanobis,AUROC,48,0.045433,0.034573,0.056293,0.958333
7,rsn_reported,mahalanobis,FPR95,48,0.160545,0.09835,0.22274,0.729167
7,rsn_reported,mahalanobis,AUPR_OUT,48,0.082376,0.060852,0.1039,0.9375
7,rsn_reported,mahalanobispp,AUROC,48,0.048786,0.037116,0.060456,0.9375
7,rsn_reported,mahalanobispp,FPR95,48,0.166706,0.102506,0.230905,0.708333
7,rsn_reported,mahalanobispp,AUPR_OUT,48,0.085489,0.063025,0.107953,0.9375
7,rsn_reported,maxlogit,AUROC,48,-0.005945,-0.034019,0.022129,0.5625
7,rsn_reported,maxlogit,FPR95,48,0.139984,0.05625,0.223719,0.4375
7,rsn_reported,maxlogit,AUPR_OUT,48,0.060962,0.012335,0.109589,0.479167
7,rsn_reported,msp,AUROC,48,-0.008006,-0.035616,0.019604,0.541667
7,rsn_reported,msp,FPR95,48,0.13759,0.054618,0.220563,0.4375
7,rsn_reported,msp,AUPR_OUT,48,0.058268,0.010603,0.105932,0.479167
7,rsn_reported,nci,AUROC,48,0.029075,0.007403,0.050747,0.625
7,rsn_reported,nci,FPR95,48,0.160389,0.075491,0.245288,0.4375
7,rsn_reported,nci,AUPR_OUT,48,0.080978,0.036356,0.125599,0.479167
7,rsn_reported,openmax,AUROC,48,-0.011825,-0.033134,0.009483,0.5
7,rsn_reported,openmax,FPR95,48,0.021218,-0.025917,0.068353,0.375
7,rsn_reported,openmax,AUPR_OUT,48,-0.008903,-0.033539,0.015732,0.333333
7,rsn_reported,psm,AUROC,48,0.045058,0.032648,0.057468,0.895833
7,rsn_reported,psm,FPR95,48,0.158744,0.097149,0.220339,0.708333
7,rsn_reported,psm,AUPR_OUT,48,0.083703,0.060966,0.10644,0.916667
7,rsn_reported,react,AUROC,48,0.076016,0.03107,0.120962,0.729167
7,rsn_reported,react,FPR95,48,0.12916,0.04588,0.212439,0.5
7,rsn_reported,react,AUPR_OUT,48,0.100622,0.043404,0.15784,0.604167
7,rsn_reported,rmd,AUROC,48,-0.006007,-0.027192,0.015179,0.416667
7,rsn_reported,rmd,FPR95,48,-0.041783,-0.106317,0.022751,0.270833
7,rsn_reported,rmd,AUPR_OUT,48,-0.054187,-0.092026,-0.016349,0.25
7,rsn_reported,scale,AUROC,48,0.017628,-0.015053,0.05031,0.5625
7,rsn_reported,scale,FPR95,48,0.154154,0.063967,0.244342,0.4375
7,rsn_reported,scale,AUPR_OUT,48,0.086406,0.029278,0.143534,0.5
7,rsn_reported,vim,AUROC,48,0.049943,0.035868,0.064017,0.9375
7,rsn_reported,vim,FPR95,48,0.174246,0.107366,0.241127,0.645833
7,rsn_reported,vim,AUPR_OUT,48,0.095409,0.069699,0.12112,0.9375
