proxy,spearman,kendall,mean_proxy_AUROC,worst_proxy_AUROC,pulse_proxy_AUROC,selected
patch_shuffle4,0.8999999999999998,0.7999999999999999,0.6724038999999999,0.652662,0.7097159999999999,True
center_cutmix,0.8999999999999998,0.7999999999999999,0.6139988,0.422257,0.6906609999999999,True
phase_mix,-0.8999999999999998,-0.7999999999999999,0.9619199999999999,0.942095,0.942095,False
