scope,id_size,method,n,AUROC,FPR95,AUPR_OUT,AUPR_OUT_BALANCED
id_size=4,4,rsn_k50,420,0.8772569701039608,0.5606792773430938,0.8442463175136447,0.8462384559850348
id_size=4,4,rsn_tau1e1,420,0.8788246284320564,0.5527743344187169,0.8431542751570811,0.8450029059345614
id_size=4,4,rsn_tau1e2,420,0.8788115422534948,0.5528047459041302,0.8431329161695251,0.8449826050520534
id_size=4,4,rsn_tau1e4,420,0.8788115422534948,0.5528047459041302,0.8431329161695251,0.8449826050520534
id_size=5,5,class_iqr_huber_k150,336,0.8614095401840883,0.5953009264976503,0.7406702228778975,0.8225396049849695
id_size=5,5,class_mad_huber_k150,336,0.8614099014241205,0.5952632140996543,0.7406609549306831,0.8225254519479382
id_size=5,5,class_std_squared_k150,336,0.8619489297874546,0.5993815416795393,0.7389546639703416,0.8214737837543783
id_size=5,5,global_std_huber_k150,336,0.863480235846401,0.615823588310787,0.7339117427238232,0.8186221291349645
id_size=5,5,knn_l2_pooled_k50_kth,336,0.8564991259422398,0.6401013254167969,0.7255322474230949,0.8117323290604561
id_size=5,5,knn_raw_classwise_k150_mean,336,0.8658228331148959,0.5997552050059729,0.7416905813626317,0.8243678279633835
id_size=5,5,knn_raw_pooled_k150_kth,336,0.8632564355797211,0.5921448853750504,0.7402961506743158,0.8235027989959036
id_size=5,5,knn_raw_pooled_k150_mean,336,0.8625039750637339,0.6063835393447868,0.7395002427429587,0.8224566942931469
id_size=5,5,nnguide_k10,336,0.8535935862102106,0.6828757397154513,0.7095068397535217,0.8009093106653519
id_size=5,5,nnguide_k50,336,0.8602299472895003,0.6736981434217747,0.7224616686949088,0.8101999892223879
id_size=5,5,raw_classwise_huber_k150,336,0.8656239652359334,0.5999694837707867,0.741212762184586,0.8240337991311338
id_size=5,5,raw_classwise_squared_k150,336,0.8656992498681636,0.5974496183843667,0.7411165028892328,0.8239382611064728
id_size=5,5,raw_pooled_huber_k150,336,0.8623281143998582,0.6065070996638054,0.7391973921721298,0.8222513354772765
id_size=5,5,rsn_class_std_huber_calibrated,336,0.8558422108262043,0.6771235144668304,0.7191601048935224,0.8069552449935051
id_size=5,5,rsn_class_std_huber_k150,336,0.8623789212547452,0.595233882776756,0.7417773815195448,0.8235359150108169
id_size=5,5,rsn_equalbank3000,336,0.8567945364292378,0.6287970461991848,0.7287128789130475,0.8145742206101555
id_size=6,6,class_iqr_huber_k150,168,0.8442004455950083,0.6340374859742428,0.5937115560826287,0.7971457969154757
id_size=6,6,class_mad_huber_k150,168,0.8441704410717497,0.6339446795323276,0.5935703626275924,0.7970957226080079
id_size=6,6,class_std_squared_k150,168,0.845018339170532,0.6371570219380488,0.5923234513672982,0.7962690010196829
