scope,method_a,method_b,metric,cluster_unit,n_clusters,mean_effect,ci_low,ci_high,permutation_p,good_rate
id_size=3,rsn_class_std_huber_k150,knn_raw_pooled_k150_kth,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,56,0.0020798504708280205,-0.0007565562646256129,0.004927431786217462,0.1601839816018398,0.625
id_size=4,rsn_class_std_huber_k150,knn_raw_pooled_k150_kth,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,70,0.0009394586517260461,-0.0017504668025773485,0.0036996972598726885,0.49735026497350265,0.5571428571428572
id_size=5,rsn_class_std_huber_k150,knn_raw_pooled_k150_kth,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,56,3.311601491356692e-05,-0.00338990380575762,0.003602519439424743,0.9856014398560144,0.4642857142857143
id_size=6,rsn_class_std_huber_k150,knn_raw_pooled_k150_kth,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,28,-0.0005476868932079235,-0.006217238196170373,0.005642324860413418,0.857014298570143,0.39285714285714285
id_size=7,rsn_class_std_huber_k150,knn_raw_pooled_k150_kth,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,8,6.690345310231358e-05,-0.01128793604375934,0.013733630780331522,1.0,0.375
m2_m7_equal_weight,rsn_class_std_huber_k150,knn_raw_pooled_k150_kth,AUPR_OUT_BALANCED,id_set_stratified_by_id_size,246,0.0009226247076558927,-0.0015041271213038952,0.0036051541522835614,0.19918008199180082,0.5365853658536586
id_size=2,rsn_class_std_huber_k150,knn_raw_pooled_k150_mean,AUROC,id_set_after_seed_backbone_mean,28,-0.001167334644884253,-0.003974264704537211,0.0013616957262571477,0.41215878412158785,0.39285714285714285
id_size=3,rsn_class_std_huber_k150,knn_raw_pooled_k150_mean,AUROC,id_set_after_seed_backbone_mean,56,-0.00043510478788143497,-0.0027283311137430433,0.0018281264348966497,0.7002299770022997,0.48214285714285715
id_size=4,rsn_class_std_huber_k150,knn_raw_pooled_k150_mean,AUROC,id_set_after_seed_backbone_mean,70,-0.0001129769227916487,-0.0023790799813294397,0.0020846957896662388,0.9211078892110789,0.5142857142857142
id_size=5,rsn_class_std_huber_k150,knn_raw_pooled_k150_mean,AUROC,id_set_after_seed_backbone_mean,56,-0.00012505380898861665,-0.002907579935414407,0.0025792438406948386,0.9266073392660734,0.5357142857142857
id_size=6,rsn_class_std_huber_k150,knn_raw_pooled_k150_mean,AUROC,id_set_after_seed_backbone_mean,28,-0.00029904528084542505,-0.005046090726091103,0.00437831453507892,0.9037096290370963,0.5
id_size=7,rsn_class_std_huber_k150,knn_raw_pooled_k150_mean,AUROC,id_set_after_seed_backbone_mean,8,-0.0005305857426269119,-0.014399229687017475,0.01135027281704441,0.9436056394360564,0.5
m2_m7_equal_weight,rsn_class_std_huber_k150,knn_raw_pooled_k150_mean,AUROC,id_set_stratified_by_id_size,246,-0.00044501686466971507,-0.0030992815552751602,0.0018933136456794186,0.5957404259574043,0.4959349593495935
id_size=2,rsn_class_std_huber_k150,knn_raw_pooled_k150_mean,FPR95,id_set_after_seed_backbone_mean,28,-0.001763658741814339,-0.01309389756374783,0.010276153836499925,0.7778222177782221,0.39285714285714285
id_size=3,rsn_class_std_huber_k150,knn_raw_pooled_k150_mean,FPR95,id_set_after_seed_backbone_mean,56,0.001058482469860289,-0.01109590109320222,0.014326161455230068,0.8738126187381262,0.39285714285714285
id_size=4,rsn_class_std_huber_k150,knn_raw_pooled_k150_mean,FPR95,id_set_after_seed_backbone_mean,70,0.006829681274351647,-0.004656669294020846,0.019118130723122892,0.2676732326767323,0.45714285714285713
id_size=5,rsn_class_std_huber_k150,knn_raw_pooled_k150_mean,FPR95,id_set_after_seed_backbone_mean,56,0.011149656568030856,-0.0022583297530084753,0.025329293092074677,0.12208779122087791,0.5178571428571429
id_size=6,rsn_class_std_huber_k150,knn_raw_pooled_k150_mean,FPR95,id_set_after_seed_backbone_mean,28,0.01673400746172148,-0.0027930576401082965,0.03831520857084295,0.1321867813218678,0.5357142857142857
id_size=7,rsn_class_std_huber_k150,knn_raw_pooled_k150_mean,FPR95,id_set_after_seed_backbone_mean,8,0.021944665930831553,-0.009929740885252936,0.06091089591809771,0.40155984401559847,0.5
m2_m7_equal_weight,rsn_class_std_huber_k150,knn_raw_pooled_k150_mean,FPR95,id_set_stratified_by_id_size,246,0.009325472493830247,0.0014968818411142488,0.017693474785078385,0.0240975902409759,0.45934959349593496
id_size=2,rsn_class_std_huber_k150,knn_raw_pooled_k150_mean,AUPR_OUT,id_set_after_seed_backbone_mean,28,-0.0016167386764181482,-0.0029524299298236004,-0.0003436399151259517,0.0254974502549745,0.2857142857142857
id_size=3,rsn_class_std_huber_k150,knn_raw_pooled_k150_mean,AUPR_OUT,id_set_after_seed_backbone_mean,56,-0.0008999924097325567,-0.003155392619549622,0.0014034263139394766,0.43625637436256376,0.35714285714285715
id_size=4,rsn_class_std_huber_k150,knn_raw_pooled_k150_mean,AUPR_OUT,id_set_after_seed_backbone_mean,70,0.0005486752596068831,-0.002677715316213676,0.00390966638116471,0.7519248075192481,0.45714285714285713
id_size=5,rsn_class_std_huber_k150,knn_raw_pooled_k150_mean,AUPR_OUT,id_set_after_seed_backbone_mean,56,0.002277138776586008,-0.0027035775057624683,0.0076168520004824365,0.40245975402459755,0.4642857142857143
id_size=6,rsn_class_std_huber_k150,knn_raw_pooled_k150_mean,AUPR_OUT,id_set_after_seed_backbone_mean,28,0.00340800522291805,-0.00508438142222169,0.013076096360757085,0.4914508549145086,0.5357142857142857
id_size=7,rsn_class_std_huber_k150,knn_raw_pooled_k150_mean,AUPR_OUT,id_set_after_seed_backbone_mean,8,0.003797343701324443,-0.011240975395795617,0.019795923693115308,0.6567343265673433,0.5
m2_m7_equal_weight,rsn_class_std_huber_k150,knn_raw_pooled_k150_mean,AUPR_OUT,id_set_stratified_by_id_size,246,0.0012524053123807797,-0.0018327192822356962,0.00455749273878144,0.43375662433756623,0.4268292682926829
id_size=2,rsn_class_std_huber_k150,knn_raw_pooled_k150_mean,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,28,-0.004311665764160334,-0.00734592834870818,-0.0013291800088706027,0.009799020097990201,0.21428571428571427
id_size=3,rsn_class_std_huber_k150,knn_raw_pooled_k150_mean,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,56,-0.0021349102462012446,-0.005047476837821841,0.0009291204636291123,0.1738826117388261,0.35714285714285715
id_size=4,rsn_class_std_huber_k150,knn_raw_pooled_k150_mean,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,70,-0.0003522875124620733,-0.0033188332827508485,0.0027379582990235064,0.8184181581841816,0.44285714285714284
id_size=5,rsn_class_std_huber_k150,knn_raw_pooled_k150_mean,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,56,0.0010792207176701317,-0.002704336216029397,0.004968849265567512,0.575042495750425,0.4642857142857143
id_size=6,rsn_class_std_huber_k150,knn_raw_pooled_k150_mean,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,28,0.001713349609158576,-0.0039051800844515858,0.007768094219535055,0.5964403559644036,0.5
id_size=7,rsn_class_std_huber_k150,knn_raw_pooled_k150_mean,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,8,0.001319710194900119,-0.010500969759821312,0.013356435104125744,0.8453154684531546,0.5
m2_m7_equal_weight,rsn_class_std_huber_k150,knn_raw_pooled_k150_mean,AUPR_OUT_BALANCED,id_set_stratified_by_id_size,246,-0.00044776383351580423,-0.002908968165751613,0.002010546063997915,0.48735126487351266,0.4105691056910569
id_size=2,rsn_class_std_huber_k150,l2_class_std_euclidean_k150,AUROC,id_set_after_seed_backbone_mean,28,0.0035634473200226407,0.003122964835493324,0.004053469375411876,9.999000099990002e-05,1.0
id_size=3,rsn_class_std_huber_k150,l2_class_std_euclidean_k150,AUROC,id_set_after_seed_backbone_mean,0,,,,,
id_size=4,rsn_class_std_huber_k150,l2_class_std_euclidean_k150,AUROC,id_set_after_seed_backbone_mean,70,0.0030968747614179047,0.002823622647321292,0.0033860288335831744,9.999000099990002e-05,1.0
id_size=5,rsn_class_std_huber_k150,l2_class_std_euclidean_k150,AUROC,id_set_after_seed_backbone_mean,0,,,,,
id_size=6,rsn_class_std_huber_k150,l2_class_std_euclidean_k150,AUROC,id_set_after_seed_backbone_mean,0,,,,,
id_size=7,rsn_class_std_huber_k150,l2_class_std_euclidean_k150,AUROC,id_set_after_seed_backbone_mean,8,0.002287055681048045,0.00028608108488399283,0.0045098636591982865,0.07629237076292371,0.75
m2_m7_equal_weight,rsn_class_std_huber_k150,l2_class_std_euclidean_k150,AUROC,id_set_stratified_by_id_size,106,0.002982459254162863,0.002280955174851312,0.003745734789816917,9.999000099990002e-05,0.9811320754716981
id_size=2,rsn_class_std_huber_k150,l2_class_std_euclidean_k150,FPR95,id_set_after_seed_backbone_mean,28,0.034738167122934316,0.0275400337976581,0.04248894761245239,9.999000099990002e-05,1.0
id_size=3,rsn_class_std_huber_k150,l2_class_std_euclidean_k150,FPR95,id_set_after_seed_backbone_mean,0,,,,,
id_size=4,rsn_class_std_huber_k150,l2_class_std_euclidean_k150,FPR95,id_set_after_seed_backbone_mean,70,0.0313672333602787,0.02803004035452363,0.03475201102603137,9.999000099990002e-05,1.0
id_size=5,rsn_class_std_huber_k150,l2_class_std_euclidean_k150,FPR95,id_set_after_seed_backbone_mean,0,,,,,
id_size=6,rsn_class_std_huber_k150,l2_class_std_euclidean_k150,FPR95,id_set_after_seed_backbone_mean,0,,,,,
id_size=7,rsn_class_std_huber_k150,l2_class_std_euclidean_k150,FPR95,id_set_after_seed_backbone_mean,8,0.025843844426940384,0.007467918928283992,0.05065992688283063,0.007599240075992401,1.0
m2_m7_equal_weight,rsn_class_std_huber_k150,l2_class_std_euclidean_k150,FPR95,id_set_stratified_by_id_size,106,0.03064974830338446,0.023729864269770515,0.03915251915106623,9.999000099990002e-05,1.0
id_size=2,rsn_class_std_huber_k150,l2_class_std_euclidean_k150,AUPR_OUT,id_set_after_seed_backbone_mean,28,0.0041051411363209065,0.003310818357041153,0.004972467271228428,9.999000099990002e-05,1.0
id_size=3,rsn_class_std_huber_k150,l2_class_std_euclidean_k150,AUPR_OUT,id_set_after_seed_backbone_mean,0,,,,,
id_size=4,rsn_class_std_huber_k150,l2_class_std_euclidean_k150,AUPR_OUT,id_set_after_seed_backbone_mean,70,0.00930946452553742,0.008576537610842575,0.010063548757634468,9.999000099990002e-05,1.0
id_size=5,rsn_class_std_huber_k150,l2_class_std_euclidean_k150,AUPR_OUT,id_set_after_seed_backbone_mean,0,,,,,
id_size=6,rsn_class_std_huber_k150,l2_class_std_euclidean_k150,AUPR_OUT,id_set_after_seed_backbone_mean,0,,,,,
id_size=7,rsn_class_std_huber_k150,l2_class_std_euclidean_k150,AUPR_OUT,id_set_after_seed_backbone_mean,8,0.00995286435106026,0.0033339944671822736,0.017522672065412626,0.0231976802319768,0.875
m2_m7_equal_weight,rsn_class_std_huber_k150,l2_class_std_euclidean_k150,AUPR_OUT,id_set_stratified_by_id_size,106,0.0077891566709728625,0.005499040198845708,0.01033504338324506,9.999000099990002e-05,0.9905660377358491
id_size=2,rsn_class_std_huber_k150,l2_class_std_euclidean_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,28,0.010041852843812163,0.008477554958747082,0.011680891766864172,9.999000099990002e-05,1.0
id_size=3,rsn_class_std_huber_k150,l2_class_std_euclidean_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,0,,,,,
id_size=4,rsn_class_std_huber_k150,l2_class_std_euclidean_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,70,0.009273939527650588,0.008657466226934241,0.0098912377378289,9.999000099990002e-05,1.0
id_size=5,rsn_class_std_huber_k150,l2_class_std_euclidean_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,0,,,,,
id_size=6,rsn_class_std_huber_k150,l2_class_std_euclidean_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,0,,,,,
id_size=7,rsn_class_std_huber_k150,l2_class_std_euclidean_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,8,0.005915705260971803,0.00267556960296132,0.009450690775079285,0.0082991700829917,1.0
m2_m7_equal_weight,rsn_class_std_huber_k150,l2_class_std_euclidean_k150,AUPR_OUT_BALANCED,id_set_stratified_by_id_size,106,0.008410499210811518,0.007200121119906314,0.009713716166691035,9.999000099990002e-05,1.0
id_size=2,rsn_class_std_huber_k150,l2_class_std_huber_k150,AUROC,id_set_after_seed_backbone_mean,28,0.0031220750278445285,0.002735196630078328,0.003549509295067733,9.999000099990002e-05,1.0
id_size=3,rsn_class_std_huber_k150,l2_class_std_huber_k150,AUROC,id_set_after_seed_backbone_mean,0,,,,,
id_size=4,rsn_class_std_huber_k150,l2_class_std_huber_k150,AUROC,id_set_after_seed_backbone_mean,70,0.0027467850357290858,0.0025020072120018806,0.0029972454494285694,9.999000099990002e-05,1.0
id_size=5,rsn_class_std_huber_k150,l2_class_std_huber_k150,AUROC,id_set_after_seed_backbone_mean,0,,,,,
id_size=6,rsn_class_std_huber_k150,l2_class_std_huber_k150,AUROC,id_set_after_seed_backbone_mean,0,,,,,
id_size=7,rsn_class_std_huber_k150,l2_class_std_huber_k150,AUROC,id_set_after_seed_backbone_mean,8,0.002155130671525722,0.0005367263866471225,0.0040637856129013454,0.051394860513948606,0.75
m2_m7_equal_weight,rsn_class_std_huber_k150,l2_class_std_huber_k150,AUROC,id_set_stratified_by_id_size,106,0.0026746635783664457,0.002117341540390489,0.0033250079611437436,9.999000099990002e-05,0.9811320754716981
id_size=2,rsn_class_std_huber_k150,l2_class_std_huber_k150,FPR95,id_set_after_seed_backbone_mean,28,0.03044611448534513,0.02434451908394526,0.03670663789978662,9.999000099990002e-05,1.0
id_size=3,rsn_class_std_huber_k150,l2_class_std_huber_k150,FPR95,id_set_after_seed_backbone_mean,0,,,,,
id_size=4,rsn_class_std_huber_k150,l2_class_std_huber_k150,FPR95,id_set_after_seed_backbone_mean,70,0.025889335198502582,0.023135337732283795,0.02875487420410875,9.999000099990002e-05,1.0
id_size=5,rsn_class_std_huber_k150,l2_class_std_huber_k150,FPR95,id_set_after_seed_backbone_mean,0,,,,,
id_size=6,rsn_class_std_huber_k150,l2_class_std_huber_k150,FPR95,id_set_after_seed_backbone_mean,0,,,,,
id_size=7,rsn_class_std_huber_k150,l2_class_std_huber_k150,FPR95,id_set_after_seed_backbone_mean,8,0.019859152337604304,0.006412683460282547,0.03812039804512155,0.0086991300869913,1.0
m2_m7_equal_weight,rsn_class_std_huber_k150,l2_class_std_huber_k150,FPR95,id_set_stratified_by_id_size,106,0.025398200673817335,0.02029863723269025,0.031711618322464816,9.999000099990002e-05,1.0
id_size=2,rsn_class_std_huber_k150,l2_class_std_huber_k150,AUPR_OUT,id_set_after_seed_backbone_mean,28,0.0034430780460779757,0.002766812315843057,0.004164095424485296,9.999000099990002e-05,1.0
id_size=3,rsn_class_std_huber_k150,l2_class_std_huber_k150,AUPR_OUT,id_set_after_seed_backbone_mean,0,,,,,
id_size=4,rsn_class_std_huber_k150,l2_class_std_huber_k150,AUPR_OUT,id_set_after_seed_backbone_mean,70,0.007662459528780533,0.007073969538358301,0.008275598049786018,9.999000099990002e-05,1.0
id_size=5,rsn_class_std_huber_k150,l2_class_std_huber_k150,AUPR_OUT,id_set_after_seed_backbone_mean,0,,,,,
id_size=6,rsn_class_std_huber_k150,l2_class_std_huber_k150,AUPR_OUT,id_set_after_seed_backbone_mean,0,,,,,
id_size=7,rsn_class_std_huber_k150,l2_class_std_huber_k150,AUPR_OUT,id_set_after_seed_backbone_mean,8,0.007947529200880845,0.0026797201018024883,0.013681876934033261,0.007699230076992301,1.0
m2_m7_equal_weight,rsn_class_std_huber_k150,l2_class_std_huber_k150,AUPR_OUT,id_set_stratified_by_id_size,106,0.006351022258579785,0.0045902266418984495,0.008247350991308588,9.999000099990002e-05,1.0
id_size=2,rsn_class_std_huber_k150,l2_class_std_huber_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,28,0.008413288967783844,0.007063185436482074,0.009809391495855113,9.999000099990002e-05,1.0
id_size=3,rsn_class_std_huber_k150,l2_class_std_huber_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,0,,,,,
id_size=4,rsn_class_std_huber_k150,l2_class_std_huber_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,70,0.00763987198251324,0.007115636870158853,0.00817488228611166,9.999000099990002e-05,1.0
id_size=5,rsn_class_std_huber_k150,l2_class_std_huber_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,0,,,,,
id_size=6,rsn_class_std_huber_k150,l2_class_std_huber_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,0,,,,,
id_size=7,rsn_class_std_huber_k150,l2_class_std_huber_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,8,0.0050485452684431,0.002713755255261262,0.007629959132511408,0.008399160083991601,1.0
m2_m7_equal_weight,rsn_class_std_huber_k150,l2_class_std_huber_k150,AUPR_OUT_BALANCED,id_set_stratified_by_id_size,106,0.007033902072913395,0.00608390068132823,0.008025151786410667,9.999000099990002e-05,1.0
id_size=2,rsn_class_std_huber_k150,l2_class_std_squared_k150,AUROC,id_set_after_seed_backbone_mean,28,0.003784089169309991,0.0033798844607421993,0.004229594551350104,9.999000099990002e-05,1.0
id_size=3,rsn_class_std_huber_k150,l2_class_std_squared_k150,AUROC,id_set_after_seed_backbone_mean,0,,,,,
id_size=4,rsn_class_std_huber_k150,l2_class_std_squared_k150,AUROC,id_set_after_seed_backbone_mean,70,0.0032250268654979916,0.002977841500447742,0.003484111889591375,9.999000099990002e-05,1.0
id_size=5,rsn_class_std_huber_k150,l2_class_std_squared_k150,AUROC,id_set_after_seed_backbone_mean,0,,,,,
id_size=6,rsn_class_std_huber_k150,l2_class_std_squared_k150,AUROC,id_set_after_seed_backbone_mean,0,,,,,
id_size=7,rsn_class_std_huber_k150,l2_class_std_squared_k150,AUROC,id_set_after_seed_backbone_mean,8,0.0024407783919132425,0.0006000069162445272,0.004488257174873428,0.05649435056494351,0.75
m2_m7_equal_weight,rsn_class_std_huber_k150,l2_class_std_squared_k150,AUROC,id_set_stratified_by_id_size,106,0.003149964808907075,0.0025272255988062118,0.003829020021698603,9.999000099990002e-05,0.9811320754716981
id_size=2,rsn_class_std_huber_k150,l2_class_std_squared_k150,FPR95,id_set_after_seed_backbone_mean,28,0.03676686642768938,0.029048678121939852,0.04464924718385633,9.999000099990002e-05,1.0
id_size=3,rsn_class_std_huber_k150,l2_class_std_squared_k150,FPR95,id_set_after_seed_backbone_mean,0,,,,,
id_size=4,rsn_class_std_huber_k150,l2_class_std_squared_k150,FPR95,id_set_after_seed_backbone_mean,70,0.030278467039949353,0.02721835273350044,0.033436107237356086,9.999000099990002e-05,1.0
id_size=5,rsn_class_std_huber_k150,l2_class_std_squared_k150,FPR95,id_set_after_seed_backbone_mean,0,,,,,
id_size=6,rsn_class_std_huber_k150,l2_class_std_squared_k150,FPR95,id_set_after_seed_backbone_mean,0,,,,,
id_size=7,rsn_class_std_huber_k150,l2_class_std_squared_k150,FPR95,id_set_after_seed_backbone_mean,8,0.02221972716017843,0.0072049515209561855,0.04231904113137283,0.0071992800719928,1.0
m2_m7_equal_weight,rsn_class_std_huber_k150,l2_class_std_squared_k150,FPR95,id_set_stratified_by_id_size,106,0.029755020209272388,0.023927485707648424,0.03707050783373651,9.999000099990002e-05,1.0
id_size=2,rsn_class_std_huber_k150,l2_class_std_squared_k150,AUPR_OUT,id_set_after_seed_backbone_mean,28,0.004452503925491555,0.003654776745529095,0.0053391279368355995,9.999000099990002e-05,1.0
id_size=3,rsn_class_std_huber_k150,l2_class_std_squared_k150,AUPR_OUT,id_set_after_seed_backbone_mean,0,,,,,
id_size=4,rsn_class_std_huber_k150,l2_class_std_squared_k150,AUPR_OUT,id_set_after_seed_backbone_mean,70,0.009795752619982476,0.009148983920029847,0.010478780201410746,9.999000099990002e-05,1.0
id_size=5,rsn_class_std_huber_k150,l2_class_std_squared_k150,AUPR_OUT,id_set_after_seed_backbone_mean,0,,,,,
id_size=6,rsn_class_std_huber_k150,l2_class_std_squared_k150,AUPR_OUT,id_set_after_seed_backbone_mean,0,,,,,
id_size=7,rsn_class_std_huber_k150,l2_class_std_squared_k150,AUPR_OUT,id_set_after_seed_backbone_mean,8,0.01006907187902988,0.0036610253639075764,0.017149110113227947,0.014198580141985802,0.875
m2_m7_equal_weight,rsn_class_std_huber_k150,l2_class_std_squared_k150,AUPR_OUT,id_set_stratified_by_id_size,106,0.008105776141501304,0.00591045226897392,0.010565679852190712,9.999000099990002e-05,0.9905660377358491
id_size=2,rsn_class_std_huber_k150,l2_class_std_squared_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,28,0.010906356408880857,0.009373943252025115,0.012443592784304607,9.999000099990002e-05,1.0
id_size=3,rsn_class_std_huber_k150,l2_class_std_squared_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,0,,,,,
id_size=4,rsn_class_std_huber_k150,l2_class_std_squared_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,70,0.009789749159568201,0.00922016216430686,0.01035528618630544,9.999000099990002e-05,1.0
id_size=5,rsn_class_std_huber_k150,l2_class_std_squared_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,0,,,,,
id_size=6,rsn_class_std_huber_k150,l2_class_std_squared_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,0,,,,,
id_size=7,rsn_class_std_huber_k150,l2_class_std_squared_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,8,0.005999519800460412,0.003298682360192563,0.00888809932211956,0.006799320067993201,1.0
m2_m7_equal_weight,rsn_class_std_huber_k150,l2_class_std_squared_k150,AUPR_OUT_BALANCED,id_set_stratified_by_id_size,106,0.00889854178963649,0.007840381453510877,0.009980992230091716,9.999000099990002e-05,1.0
id_size=2,rsn_class_std_huber_k150,nnguide_k10,AUROC,id_set_after_seed_backbone_mean,28,0.0026529077432858937,-0.003686312700933124,0.00913947219723278,0.43515648435156484,0.4642857142857143
id_size=3,rsn_class_std_huber_k150,nnguide_k10,AUROC,id_set_after_seed_backbone_mean,56,0.0022771537378765802,-0.002481670193638031,0.007162196918713242,0.3534646535346465,0.5
id_size=4,rsn_class_std_huber_k150,nnguide_k10,AUROC,id_set_after_seed_backbone_mean,70,0.004878327478222398,0.00031410475308717205,0.009506485283746874,0.04409559044095591,0.5857142857142857
id_size=5,rsn_class_std_huber_k150,nnguide_k10,AUROC,id_set_after_seed_backbone_mean,56,0.008785335044534565,0.0027495078996573126,0.014744926098742596,0.0065993400659934,0.625
id_size=6,rsn_class_std_huber_k150,nnguide_k10,AUROC,id_set_after_seed_backbone_mean,28,0.012818356802565592,0.001817295738406041,0.023850006087112276,0.0387961203879612,0.7142857142857143
id_size=7,rsn_class_std_huber_k150,nnguide_k10,AUROC,id_set_after_seed_backbone_mean,8,0.015575549490599439,-0.019232261486529803,0.05275507445669768,0.45645435456454353,0.5
m2_m7_equal_weight,rsn_class_std_huber_k150,nnguide_k10,AUROC,id_set_stratified_by_id_size,246,0.007831271716180744,0.0014535543072859106,0.01446251089497438,0.00029997000299970003,0.573170731707317
id_size=2,rsn_class_std_huber_k150,nnguide_k10,FPR95,id_set_after_seed_backbone_mean,28,0.016623556646169303,-0.019458950862163,0.055745907459246014,0.40575942405759424,0.42857142857142855
id_size=3,rsn_class_std_huber_k150,nnguide_k10,FPR95,id_set_after_seed_backbone_mean,56,0.04205496709760139,0.016556654572739728,0.0694721133167506,0.0030996900309969004,0.5535714285714286
id_size=4,rsn_class_std_huber_k150,nnguide_k10,FPR95,id_set_after_seed_backbone_mean,70,0.0670384332978989,0.043386388498835846,0.09176333187133172,9.999000099990002e-05,0.7
id_size=5,rsn_class_std_huber_k150,nnguide_k10,FPR95,id_set_after_seed_backbone_mean,56,0.08764185693869539,0.0594768409515191,0.11517698567894707,9.999000099990002e-05,0.7678571428571429
id_size=6,rsn_class_std_huber_k150,nnguide_k10,FPR95,id_set_after_seed_backbone_mean,28,0.10309897181509284,0.05544484467656577,0.14925620147146496,0.0004999500049995,0.6428571428571429
id_size=7,rsn_class_std_huber_k150,nnguide_k10,FPR95,id_set_after_seed_backbone_mean,8,0.10405200130138491,-0.00913814769115136,0.2309946606902987,0.2400759924007599,0.5
m2_m7_equal_weight,rsn_class_std_huber_k150,nnguide_k10,FPR95,id_set_stratified_by_id_size,246,0.07008496451614045,0.04699879416958013,0.09468154615861894,9.999000099990002e-05,0.6382113821138211
id_size=2,rsn_class_std_huber_k150,nnguide_k10,AUPR_OUT,id_set_after_seed_backbone_mean,28,0.0014376956623647853,-0.0027813492258977708,0.006275723340220493,0.5552444755524447,0.5
id_size=3,rsn_class_std_huber_k150,nnguide_k10,AUPR_OUT,id_set_after_seed_backbone_mean,56,0.005712093297459398,6.293937232731855e-05,0.01176976355397437,0.058194180581941805,0.5357142857142857
id_size=4,rsn_class_std_huber_k150,nnguide_k10,AUPR_OUT,id_set_after_seed_backbone_mean,70,0.016252087002637607,0.008263040413368776,0.024528485928660342,0.00019998000199980003,0.6285714285714286
id_size=5,rsn_class_std_huber_k150,nnguide_k10,AUPR_OUT,id_set_after_seed_backbone_mean,56,0.03227054176602308,0.019598966072269946,0.04514838253095472,9.999000099990002e-05,0.75
id_size=6,rsn_class_std_huber_k150,nnguide_k10,AUPR_OUT,id_set_after_seed_backbone_mean,28,0.048378156760334655,0.024066421764519057,0.07265771692302327,0.0013998600139986002,0.6785714285714286
id_size=7,rsn_class_std_huber_k150,nnguide_k10,AUPR_OUT,id_set_after_seed_backbone_mean,8,0.056785371766380904,-0.0038017202802693027,0.13081870570352508,0.24817518248175183,0.375
m2_m7_equal_weight,rsn_class_std_huber_k150,nnguide_k10,AUPR_OUT,id_set_stratified_by_id_size,246,0.026805991042533405,0.015086780081170828,0.039460175643497304,9.999000099990002e-05,0.6178861788617886
id_size=2,rsn_class_std_huber_k150,nnguide_k10,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,28,0.0028241327030687413,-0.0069639356631179495,0.013191688485279488,0.6116388361163884,0.5
id_size=3,rsn_class_std_huber_k150,nnguide_k10,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,56,0.007800011383737181,6.174689485727312e-06,0.015863095259532608,0.060993900609939006,0.5357142857142857
id_size=4,rsn_class_std_huber_k150,nnguide_k10,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,70,0.015209900492649135,0.00781299549216392,0.022920337023384564,0.00019998000199980003,0.6285714285714286
id_size=5,rsn_class_std_huber_k150,nnguide_k10,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,56,0.022626604345465203,0.013478178714554801,0.03172510113760113,9.999000099990002e-05,0.7142857142857143
id_size=6,rsn_class_std_huber_k150,nnguide_k10,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,28,0.027167187831470988,0.011272016966433348,0.043020018021591694,0.0033996600339966003,0.6785714285714286
id_size=7,rsn_class_std_huber_k150,nnguide_k10,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,8,0.02403277244259904,-0.01632055341557887,0.06878337017334997,0.35236476352364765,0.5
m2_m7_equal_weight,rsn_class_std_huber_k150,nnguide_k10,AUPR_OUT_BALANCED,id_set_stratified_by_id_size,246,0.016610101533165045,0.008849888294206807,0.024814827725190745,9.999000099990002e-05,0.6138211382113821
