scope,method_a,method_b,metric,cluster_unit,n_clusters,mean_effect,ci_low,ci_high,permutation_p,good_rate
m2_m7_equal_weight,rsn_class_std_huber_k150,global_std_euclidean_k150,AUPR_OUT_BALANCED,id_set_stratified_by_id_size,106,0.004797752935591378,0.00018729547814567518,0.009456575682398678,9.999000099990002e-05,0.6509433962264151
id_size=2,rsn_class_std_huber_k150,global_std_huber_k150,AUROC,id_set_after_seed_backbone_mean,28,3.541168249215667e-05,-0.0026943185854072494,0.0026835504699598686,0.984001599840016,0.4642857142857143
id_size=3,rsn_class_std_huber_k150,global_std_huber_k150,AUROC,id_set_after_seed_backbone_mean,56,-0.00010173492684069288,-0.002331789238401011,0.0020468102290375017,0.9319068093190681,0.5357142857142857
id_size=4,rsn_class_std_huber_k150,global_std_huber_k150,AUROC,id_set_after_seed_backbone_mean,70,-0.0005379721623934476,-0.002685517363208885,0.0016031311956652091,0.6254374562543745,0.5
id_size=5,rsn_class_std_huber_k150,global_std_huber_k150,AUROC,id_set_after_seed_backbone_mean,56,-0.0011013145916556918,-0.003724672428722438,0.0014535660598615835,0.4243575642435756,0.4642857142857143
id_size=6,rsn_class_std_huber_k150,global_std_huber_k150,AUROC,id_set_after_seed_backbone_mean,28,-0.0016261243908611933,-0.00617408104125818,0.0028279539347925062,0.49525047495250474,0.35714285714285715
id_size=7,rsn_class_std_huber_k150,global_std_huber_k150,AUROC,id_set_after_seed_backbone_mean,8,-0.0018864516948317272,-0.015270906347409371,0.010203565312152978,0.807919208079192,0.5
m2_m7_equal_weight,rsn_class_std_huber_k150,global_std_huber_k150,AUROC,id_set_stratified_by_id_size,246,-0.0008696976806817661,-0.003264788037427824,0.0014617942661791104,0.28247175282471754,0.4796747967479675
id_size=2,rsn_class_std_huber_k150,global_std_huber_k150,FPR95,id_set_after_seed_backbone_mean,28,0.016198483597676724,0.005532497040076852,0.027806538335795324,0.007799220077992201,0.6428571428571429
id_size=3,rsn_class_std_huber_k150,global_std_huber_k150,FPR95,id_set_after_seed_backbone_mean,56,0.020124692469610635,0.009529947742337787,0.03195291499462721,0.00029997000299970003,0.7321428571428571
id_size=4,rsn_class_std_huber_k150,global_std_huber_k150,FPR95,id_set_after_seed_backbone_mean,70,0.021185111415671212,0.011737228279331326,0.031236464997324468,9.999000099990002e-05,0.6714285714285714
id_size=5,rsn_class_std_huber_k150,global_std_huber_k150,FPR95,id_set_after_seed_backbone_mean,56,0.020589705534030982,0.010654657513637728,0.03046500170577736,0.00019998000199980003,0.6785714285714286
id_size=6,rsn_class_std_huber_k150,global_std_huber_k150,FPR95,id_set_after_seed_backbone_mean,28,0.02227670441646746,0.008209240562771293,0.037517621055465245,0.005699430056994301,0.5714285714285714
id_size=7,rsn_class_std_huber_k150,global_std_huber_k150,FPR95,id_set_after_seed_backbone_mean,8,0.023354996472232166,-0.0035808071026434433,0.05223846778430026,0.22627737226277372,0.625
m2_m7_equal_weight,rsn_class_std_huber_k150,global_std_huber_k150,FPR95,id_set_stratified_by_id_size,246,0.020621615650948194,0.014465963758202312,0.02710670377033293,9.999000099990002e-05,0.6707317073170732
id_size=2,rsn_class_std_huber_k150,global_std_huber_k150,AUPR_OUT,id_set_after_seed_backbone_mean,28,0.000699482807795762,-0.0005220642480024175,0.0019194163460047283,0.2843715628437156,0.5
id_size=3,rsn_class_std_huber_k150,global_std_huber_k150,AUPR_OUT,id_set_after_seed_backbone_mean,56,0.002613919153318743,0.0005327810367687973,0.0048040822323615,0.0235976402359764,0.5357142857142857
id_size=4,rsn_class_std_huber_k150,global_std_huber_k150,AUPR_OUT,id_set_after_seed_backbone_mean,70,0.00513296306985431,0.0021197995614567343,0.00833104258919425,0.0014998500149985001,0.6142857142857143
id_size=5,rsn_class_std_huber_k150,global_std_huber_k150,AUPR_OUT,id_set_after_seed_backbone_mean,56,0.00786563879572157,0.003275454277579851,0.012651661152758816,0.0015998400159984002,0.625
id_size=6,rsn_class_std_huber_k150,global_std_huber_k150,AUPR_OUT,id_set_after_seed_backbone_mean,28,0.00964019012167838,0.0014692495124995016,0.018687738838647085,0.034096590340965904,0.5714285714285714
id_size=7,rsn_class_std_huber_k150,global_std_huber_k150,AUPR_OUT,id_set_after_seed_backbone_mean,8,0.00953655187677855,-0.005505274629313754,0.02546881699282454,0.32836716328367166,0.5
m2_m7_equal_weight,rsn_class_std_huber_k150,global_std_huber_k150,AUPR_OUT,id_set_stratified_by_id_size,246,0.005914790970857886,0.0028040186301321528,0.008999539196329004,9.999000099990002e-05,0.5772357723577236
id_size=2,rsn_class_std_huber_k150,global_std_huber_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,28,0.0016333218228565378,-0.0010614155905332415,0.004431031596068063,0.26017398260173985,0.5357142857142857
id_size=3,rsn_class_std_huber_k150,global_std_huber_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,56,0.003232045287397013,0.0006015702441226133,0.0060247532584579355,0.024197580241975804,0.5535714285714286
id_size=4,rsn_class_std_huber_k150,global_std_huber_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,70,0.004194919433074009,0.0015227796607604,0.007049221699033,0.0029997000299970002,0.6142857142857143
id_size=5,rsn_class_std_huber_k150,global_std_huber_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,56,0.004913785875852587,0.0015586620956085954,0.008412167806218023,0.0064993500649935,0.6071428571428571
id_size=6,rsn_class_std_huber_k150,global_std_huber_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,28,0.004932270402560959,-0.00042522700889151445,0.010669688997556971,0.09579042095790422,0.5357142857142857
id_size=7,rsn_class_std_huber_k150,global_std_huber_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,8,0.00391144055282844,-0.009178778745517882,0.017007775883386297,0.5936406359364064,0.5
m2_m7_equal_weight,rsn_class_std_huber_k150,global_std_huber_k150,AUPR_OUT_BALANCED,id_set_stratified_by_id_size,246,0.0038029638957615907,0.0012212107304935304,0.006303525808824948,9.999000099990002e-05,0.5772357723577236
id_size=2,rsn_class_std_huber_k150,global_std_squared_k150,AUROC,id_set_after_seed_backbone_mean,28,0.000873068633197859,-0.0018466805945112478,0.003543839747946059,0.5349465053494651,0.5714285714285714
id_size=3,rsn_class_std_huber_k150,global_std_squared_k150,AUROC,id_set_after_seed_backbone_mean,0,,,,,
id_size=4,rsn_class_std_huber_k150,global_std_squared_k150,AUROC,id_set_after_seed_backbone_mean,70,0.00019585226771461404,-0.0019260942241240628,0.0023500605820276845,0.8648135186481352,0.5
id_size=5,rsn_class_std_huber_k150,global_std_squared_k150,AUROC,id_set_after_seed_backbone_mean,0,,,,,
id_size=6,rsn_class_std_huber_k150,global_std_squared_k150,AUROC,id_set_after_seed_backbone_mean,0,,,,,
id_size=7,rsn_class_std_huber_k150,global_std_squared_k150,AUROC,id_set_after_seed_backbone_mean,8,-0.00123877701993711,-0.014725964653286228,0.010892382671640846,0.8785121487851215,0.625
m2_m7_equal_weight,rsn_class_std_huber_k150,global_std_squared_k150,AUROC,id_set_stratified_by_id_size,106,-5.661870634154569e-05,-0.0046192167969417094,0.00417288738640944,0.7855214478552145,0.5283018867924528
id_size=2,rsn_class_std_huber_k150,global_std_squared_k150,FPR95,id_set_after_seed_backbone_mean,28,0.025361349097342473,0.014409290600722626,0.03737159651957096,9.999000099990002e-05,0.8571428571428571
id_size=3,rsn_class_std_huber_k150,global_std_squared_k150,FPR95,id_set_after_seed_backbone_mean,0,,,,,
id_size=4,rsn_class_std_huber_k150,global_std_squared_k150,FPR95,id_set_after_seed_backbone_mean,70,0.02706170398266191,0.01760656635990718,0.03735799578472397,9.999000099990002e-05,0.7142857142857143
id_size=5,rsn_class_std_huber_k150,global_std_squared_k150,FPR95,id_set_after_seed_backbone_mean,0,,,,,
id_size=6,rsn_class_std_huber_k150,global_std_squared_k150,FPR95,id_set_after_seed_backbone_mean,0,,,,,
id_size=7,rsn_class_std_huber_k150,global_std_squared_k150,FPR95,id_set_after_seed_backbone_mean,8,0.025342207801447532,-0.0007700112213357394,0.05444284684739791,0.20677932206779323,0.625
m2_m7_equal_weight,rsn_class_std_huber_k150,global_std_squared_k150,FPR95,id_set_stratified_by_id_size,106,0.02592175362715064,0.01581877394618307,0.03670293951382451,9.999000099990002e-05,0.7452830188679245
id_size=2,rsn_class_std_huber_k150,global_std_squared_k150,AUPR_OUT,id_set_after_seed_backbone_mean,28,0.0017991113679158282,0.0006031090332442466,0.003032398905193489,0.006299370062993701,0.7142857142857143
id_size=3,rsn_class_std_huber_k150,global_std_squared_k150,AUPR_OUT,id_set_after_seed_backbone_mean,0,,,,,
id_size=4,rsn_class_std_huber_k150,global_std_squared_k150,AUPR_OUT,id_set_after_seed_backbone_mean,70,0.007662610147219766,0.004730636514256411,0.010988127992920768,9.999000099990002e-05,0.7571428571428571
id_size=5,rsn_class_std_huber_k150,global_std_squared_k150,AUPR_OUT,id_set_after_seed_backbone_mean,0,,,,,
id_size=6,rsn_class_std_huber_k150,global_std_squared_k150,AUPR_OUT,id_set_after_seed_backbone_mean,0,,,,,
id_size=7,rsn_class_std_huber_k150,global_std_squared_k150,AUPR_OUT,id_set_after_seed_backbone_mean,8,0.012125954292546176,-0.003134298450883698,0.028225164127367905,0.21907809219078092,0.625
m2_m7_equal_weight,rsn_class_std_huber_k150,global_std_squared_k150,AUPR_OUT,id_set_stratified_by_id_size,106,0.007195891935893923,0.002005517418501133,0.01283817488513093,9.999000099990002e-05,0.7358490566037735
id_size=2,rsn_class_std_huber_k150,global_std_squared_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,28,0.004431893647868679,0.0018091620921486592,0.007120160293238631,0.0038996100389961006,0.75
id_size=3,rsn_class_std_huber_k150,global_std_squared_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,0,,,,,
id_size=4,rsn_class_std_huber_k150,global_std_squared_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,70,0.006756728970456025,0.004125615644194193,0.009562111834852822,9.999000099990002e-05,0.7428571428571429
id_size=5,rsn_class_std_huber_k150,global_std_squared_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,0,,,,,
id_size=6,rsn_class_std_huber_k150,global_std_squared_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,0,,,,,
id_size=7,rsn_class_std_huber_k150,global_std_squared_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,8,0.005297035462271492,-0.007874638854427508,0.018676760880754602,0.4744525547445255,0.625
m2_m7_equal_weight,rsn_class_std_huber_k150,global_std_squared_k150,AUPR_OUT_BALANCED,id_set_stratified_by_id_size,106,0.005495219360198732,0.0009251350382320535,0.01005810977649984,9.999000099990002e-05,0.7358490566037735
id_size=2,rsn_class_std_huber_k150,knn_l2_pooled_k50_kth,AUROC,id_set_after_seed_backbone_mean,28,0.004258999299336902,0.0012222362086225834,0.007076964988699813,0.009099090090990901,0.75
id_size=3,rsn_class_std_huber_k150,knn_l2_pooled_k50_kth,AUROC,id_set_after_seed_backbone_mean,56,0.005448873605333526,0.0030044999915196952,0.00781732998361134,9.999000099990002e-05,0.75
id_size=4,rsn_class_std_huber_k150,knn_l2_pooled_k50_kth,AUROC,id_set_after_seed_backbone_mean,70,0.005894372255935497,0.0034651672095137058,0.008255898553315336,9.999000099990002e-05,0.7
id_size=5,rsn_class_std_huber_k150,knn_l2_pooled_k50_kth,AUROC,id_set_after_seed_backbone_mean,56,0.005879795312505424,0.002924122222101905,0.008811825584815998,0.0004999500049995,0.6964285714285714
id_size=6,rsn_class_std_huber_k150,knn_l2_pooled_k50_kth,AUROC,id_set_after_seed_backbone_mean,28,0.005641597904679829,0.0007220594240695811,0.010529461793408522,0.0390960903909609,0.6785714285714286
id_size=7,rsn_class_std_huber_k150,knn_l2_pooled_k50_kth,AUROC,id_set_after_seed_backbone_mean,8,0.005327847888398738,-0.00937181048218444,0.01720045645929569,0.505949405059494,0.75
m2_m7_equal_weight,rsn_class_std_huber_k150,knn_l2_pooled_k50_kth,AUROC,id_set_stratified_by_id_size,246,0.0054085810443649865,0.002710247026773456,0.00772944049495074,9.999000099990002e-05,0.7154471544715447
id_size=2,rsn_class_std_huber_k150,knn_l2_pooled_k50_kth,FPR95,id_set_after_seed_backbone_mean,28,0.03191642428359103,0.019110708445595655,0.04559440914805673,9.999000099990002e-05,0.8571428571428571
id_size=3,rsn_class_std_huber_k150,knn_l2_pooled_k50_kth,FPR95,id_set_after_seed_backbone_mean,56,0.03679957073493327,0.023866154294270765,0.051549795961376134,9.999000099990002e-05,0.7678571428571429
id_size=4,rsn_class_std_huber_k150,knn_l2_pooled_k50_kth,FPR95,id_set_after_seed_backbone_mean,70,0.04228689240677427,0.029440131507965647,0.05621463502001679,9.999000099990002e-05,0.7857142857142857
id_size=5,rsn_class_std_huber_k150,knn_l2_pooled_k50_kth,FPR95,id_set_after_seed_backbone_mean,56,0.04486744264004096,0.030005996499346935,0.06048449231623867,9.999000099990002e-05,0.8214285714285714
id_size=6,rsn_class_std_huber_k150,knn_l2_pooled_k50_kth,FPR95,id_set_after_seed_backbone_mean,28,0.04994324628668506,0.025108130404331026,0.07705568513755368,0.0007999200079992001,0.8214285714285714
id_size=7,rsn_class_std_huber_k150,knn_l2_pooled_k50_kth,FPR95,id_set_after_seed_backbone_mean,8,0.0498147301192104,0.0065110530638063015,0.11777016734942891,0.029997000299970003,0.75
m2_m7_equal_weight,rsn_class_std_huber_k150,knn_l2_pooled_k50_kth,FPR95,id_set_stratified_by_id_size,246,0.04260471774520583,0.03234409276464767,0.055650336135832784,9.999000099990002e-05,0.8008130081300813
id_size=2,rsn_class_std_huber_k150,knn_l2_pooled_k50_kth,AUPR_OUT,id_set_after_seed_backbone_mean,28,0.003021687629366439,0.0016841314677122396,0.004373894220034578,0.00029997000299970003,0.8571428571428571
id_size=3,rsn_class_std_huber_k150,knn_l2_pooled_k50_kth,AUPR_OUT,id_set_after_seed_backbone_mean,56,0.0072266455908352985,0.004806731748976184,0.009780305649274705,9.999000099990002e-05,0.8035714285714286
id_size=4,rsn_class_std_huber_k150,knn_l2_pooled_k50_kth,AUPR_OUT,id_set_after_seed_backbone_mean,70,0.012012658677416438,0.008332441774484587,0.015956514945170305,9.999000099990002e-05,0.7857142857142857
id_size=5,rsn_class_std_huber_k150,knn_l2_pooled_k50_kth,AUPR_OUT,id_set_after_seed_backbone_mean,56,0.016245134096449867,0.010677195001007538,0.02220488865993203,9.999000099990002e-05,0.7857142857142857
id_size=6,rsn_class_std_huber_k150,knn_l2_pooled_k50_kth,AUPR_OUT,id_set_after_seed_backbone_mean,28,0.01780513947781731,0.008406318302306488,0.028194413266078647,0.000999900009999,0.7142857142857143
id_size=7,rsn_class_std_huber_k150,knn_l2_pooled_k50_kth,AUPR_OUT,id_set_after_seed_backbone_mean,8,0.015205851867329154,-0.0014174903949225508,0.034792238709330944,0.21187881211878812,0.5
m2_m7_equal_weight,rsn_class_std_huber_k150,knn_l2_pooled_k50_kth,AUPR_OUT,id_set_stratified_by_id_size,246,0.011919519556535751,0.008364208180403423,0.015776455660160796,9.999000099990002e-05,0.7804878048780488
id_size=2,rsn_class_std_huber_k150,knn_l2_pooled_k50_kth,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,28,0.006769114370759515,0.003737011493530717,0.009699118051927693,0.0004999500049995,0.8214285714285714
id_size=3,rsn_class_std_huber_k150,knn_l2_pooled_k50_kth,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,56,0.009435954856292372,0.006379046108723394,0.012636715995434457,9.999000099990002e-05,0.8035714285714286
id_size=4,rsn_class_std_huber_k150,knn_l2_pooled_k50_kth,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,70,0.010959306324993921,0.007704397349451645,0.01430058341578616,9.999000099990002e-05,0.7857142857142857
id_size=5,rsn_class_std_huber_k150,knn_l2_pooled_k50_kth,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,56,0.01180358595036112,0.007655285576803256,0.01608885799629213,9.999000099990002e-05,0.8035714285714286
id_size=6,rsn_class_std_huber_k150,knn_l2_pooled_k50_kth,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,28,0.011516985632406709,0.005326198276428487,0.018067963671299262,0.0014998500149985001,0.7142857142857143
id_size=7,rsn_class_std_huber_k150,knn_l2_pooled_k50_kth,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,8,0.009682480864786448,-0.002945204279231529,0.021968989732266447,0.22077792220777923,0.5
m2_m7_equal_weight,rsn_class_std_huber_k150,knn_l2_pooled_k50_kth,AUPR_OUT_BALANCED,id_set_stratified_by_id_size,246,0.010027904666600015,0.0074059037256699895,0.012639559133741957,9.999000099990002e-05,0.7804878048780488
id_size=2,rsn_class_std_huber_k150,knn_raw_classwise_k150_mean,AUROC,id_set_after_seed_backbone_mean,28,-0.002026954295644351,-0.00476034043637493,0.0006166495093869565,0.1616838316168383,0.32142857142857145
id_size=3,rsn_class_std_huber_k150,knn_raw_classwise_k150_mean,AUROC,id_set_after_seed_backbone_mean,56,-0.0022868907732662984,-0.004524063661737644,-0.00011552785132677296,0.044195580441955803,0.39285714285714285
id_size=4,rsn_class_std_huber_k150,knn_raw_classwise_k150_mean,AUROC,id_set_after_seed_backbone_mean,70,-0.0028040488470014702,-0.00492370367297258,-0.0006629117562787441,0.012398760123987601,0.38571428571428573
id_size=5,rsn_class_std_huber_k150,knn_raw_classwise_k150_mean,AUROC,id_set_after_seed_backbone_mean,56,-0.0034439118601506946,-0.006023468493033374,-0.0009117432546468044,0.015598440155984402,0.3392857142857143
id_size=6,rsn_class_std_huber_k150,knn_raw_classwise_k150_mean,AUROC,id_set_after_seed_backbone_mean,28,-0.004064866328156135,-0.00869941949320248,0.0003717985336211232,0.08919108089191082,0.35714285714285715
id_size=7,rsn_class_std_huber_k150,knn_raw_classwise_k150_mean,AUROC,id_set_after_seed_backbone_mean,8,-0.0045065674886409415,-0.0180519912092195,0.007797192466724018,0.5578442155784421,0.5
m2_m7_equal_weight,rsn_class_std_huber_k150,knn_raw_classwise_k150_mean,AUROC,id_set_stratified_by_id_size,246,-0.003188873265476648,-0.005712626912029711,-0.000876945241976375,9.999000099990002e-05,0.3699186991869919
id_size=2,rsn_class_std_huber_k150,knn_raw_classwise_k150_mean,FPR95,id_set_after_seed_backbone_mean,28,-0.003864153267814902,-0.014822813781722347,0.008094973837016147,0.5229477052294771,0.35714285714285715
id_size=3,rsn_class_std_huber_k150,knn_raw_classwise_k150_mean,FPR95,id_set_after_seed_backbone_mean,56,0.0006521703375149941,-0.009638725069445152,0.011950711218427541,0.9092090790920908,0.4107142857142857
id_size=4,rsn_class_std_huber_k150,knn_raw_classwise_k150_mean,FPR95,id_set_after_seed_backbone_mean,70,0.0026911695210979016,-0.006463536886656371,0.012655032148051143,0.587041295870413,0.45714285714285713
id_size=5,rsn_class_std_huber_k150,knn_raw_classwise_k150_mean,FPR95,id_set_after_seed_backbone_mean,56,0.004521322229216931,-0.004810702552901058,0.014197273324437938,0.36026397360263973,0.5178571428571429
id_size=6,rsn_class_std_huber_k150,knn_raw_classwise_k150_mean,FPR95,id_set_after_seed_backbone_mean,28,0.008779696413071896,-0.004500651590132971,0.022693138894439427,0.2333766623337666,0.5357142857142857
id_size=7,rsn_class_std_huber_k150,knn_raw_classwise_k150_mean,FPR95,id_set_after_seed_backbone_mean,8,0.01226034668350246,-0.011064577205390365,0.03684461557769163,0.37736226377362264,0.375
m2_m7_equal_weight,rsn_class_std_huber_k150,knn_raw_classwise_k150_mean,FPR95,id_set_stratified_by_id_size,246,0.004173425319431547,-0.0014284382098076784,0.009983581991074167,0.24227577242275772,0.45528455284552843
id_size=2,rsn_class_std_huber_k150,knn_raw_classwise_k150_mean,AUPR_OUT,id_set_after_seed_backbone_mean,28,-0.0019673464676301378,-0.0033731303047270537,-0.0005388210694459936,0.013498650134986502,0.2857142857142857
id_size=3,rsn_class_std_huber_k150,knn_raw_classwise_k150_mean,AUPR_OUT,id_set_after_seed_backbone_mean,56,-0.0019048212984399849,-0.003894944685184138,0.00022129636244233686,0.0806919308069193,0.26785714285714285
id_size=4,rsn_class_std_huber_k150,knn_raw_classwise_k150_mean,AUPR_OUT,id_set_after_seed_backbone_mean,70,-0.0011562859459284226,-0.004029508406111216,0.0017776744180338466,0.45095490450954906,0.34285714285714286
id_size=5,rsn_class_std_huber_k150,knn_raw_classwise_k150_mean,AUPR_OUT,id_set_after_seed_backbone_mean,56,8.680015691301864e-05,-0.004196842330858367,0.004502782879472124,0.9725027497250275,0.4107142857142857
id_size=6,rsn_class_std_huber_k150,knn_raw_classwise_k150_mean,AUPR_OUT,id_set_after_seed_backbone_mean,28,0.0011997486308360976,-0.006478548080184259,0.009654867786395285,0.7822217778222178,0.5
id_size=7,rsn_class_std_huber_k150,knn_raw_classwise_k150_mean,AUPR_OUT,id_set_after_seed_backbone_mean,8,0.0021786061635794226,-0.012850697494004667,0.018596506440844693,0.7938206179382061,0.5
m2_m7_equal_weight,rsn_class_std_huber_k150,knn_raw_classwise_k150_mean,AUPR_OUT,id_set_stratified_by_id_size,246,-0.000260549793445001,-0.0032852638564357956,0.0029442424386852757,0.3895610438956104,0.35772357723577236
id_size=2,rsn_class_std_huber_k150,knn_raw_classwise_k150_mean,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,28,-0.004889677366455745,-0.008004976437669311,-0.001734034178039062,0.005699430056994301,0.2857142857142857
id_size=3,rsn_class_std_huber_k150,knn_raw_classwise_k150_mean,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,56,-0.003401407062050189,-0.006202918615814142,-0.000586077550238284,0.019198080191980802,0.26785714285714285
id_size=4,rsn_class_std_huber_k150,knn_raw_classwise_k150_mean,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,70,-0.002074410475112768,-0.004736789490725314,0.0006232644738502957,0.1391860813918608,0.34285714285714286
id_size=5,rsn_class_std_huber_k150,knn_raw_classwise_k150_mean,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,56,-0.0008319129525664527,-0.0039365782392472145,0.002468991102197424,0.6222377762223777,0.4107142857142857
id_size=6,rsn_class_std_huber_k150,knn_raw_classwise_k150_mean,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,28,-0.00018534245077090334,-0.005347810847346781,0.00509899955931622,0.948905109489051,0.5
id_size=7,rsn_class_std_huber_k150,knn_raw_classwise_k150_mean,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,8,-0.0003714450610017785,-0.013088113241178596,0.012326297222164693,0.9725027497250275,0.5
m2_m7_equal_weight,rsn_class_std_huber_k150,knn_raw_classwise_k150_mean,AUPR_OUT_BALANCED,id_set_stratified_by_id_size,246,-0.0019590325613263065,-0.004452443321914985,0.0005677952424203498,0.0064993500649935,0.35772357723577236
id_size=2,rsn_class_std_huber_k150,knn_raw_pooled_k150_kth,AUROC,id_set_after_seed_backbone_mean,28,-0.00020649930422276166,-0.0029305601312510747,0.0024923994528879547,0.8824117588241176,0.4642857142857143
id_size=3,rsn_class_std_huber_k150,knn_raw_pooled_k150_kth,AUROC,id_set_after_seed_backbone_mean,56,-0.0005542901054667192,-0.0027662692754109202,0.0016019456813464224,0.6261373862613738,0.5
id_size=4,rsn_class_std_huber_k150,knn_raw_pooled_k150_kth,AUROC,id_set_after_seed_backbone_mean,70,-0.0007014329712690549,-0.002933686717575177,0.0014219626572559282,0.527047295270473,0.4857142857142857
id_size=5,rsn_class_std_huber_k150,knn_raw_pooled_k150_kth,AUROC,id_set_after_seed_backbone_mean,56,-0.0008775143249758712,-0.00359193351095157,0.00192950980736479,0.5412458754124587,0.4642857142857143
id_size=6,rsn_class_std_huber_k150,knn_raw_pooled_k150_kth,AUROC,id_set_after_seed_backbone_mean,28,-0.0009728638626693212,-0.005453257160412939,0.0036983778228391532,0.6908309169083092,0.42857142857142855
id_size=7,rsn_class_std_huber_k150,knn_raw_pooled_k150_kth,AUROC,id_set_after_seed_backbone_mean,8,-0.0005939230097829692,-0.01331140631343242,0.012445217933431878,0.8996100389961004,0.375
m2_m7_equal_weight,rsn_class_std_huber_k150,knn_raw_pooled_k150_kth,AUROC,id_set_stratified_by_id_size,246,-0.0006510872630644495,-0.0030846059548769018,0.0017331344742762995,0.29317068293170684,0.4715447154471545
id_size=2,rsn_class_std_huber_k150,knn_raw_pooled_k150_kth,FPR95,id_set_after_seed_backbone_mean,28,0.011452138195779652,-0.0014437530529474015,0.02448466325561001,0.09009099090090991,0.6785714285714286
id_size=3,rsn_class_std_huber_k150,knn_raw_pooled_k150_kth,FPR95,id_set_after_seed_backbone_mean,56,0.0038671603998196515,-0.00725652435462562,0.01578396460723759,0.5089491050894911,0.5178571428571429
id_size=4,rsn_class_std_huber_k150,knn_raw_pooled_k150_kth,FPR95,id_set_after_seed_backbone_mean,70,-0.000835006382159526,-0.011746928872777382,0.010783574029961272,0.8885111488851115,0.4714285714285714
id_size=5,rsn_class_std_huber_k150,knn_raw_pooled_k150_kth,FPR95,id_set_after_seed_backbone_mean,56,-0.0030889974017056414,-0.01615489433647688,0.009649595723333956,0.6422357764223577,0.5178571428571429
id_size=6,rsn_class_std_huber_k150,knn_raw_pooled_k150_kth,FPR95,id_set_after_seed_backbone_mean,28,-6.96920655124275e-05,-0.016866863689821137,0.01685360715026234,0.9921007899210079,0.5357142857142857
id_size=7,rsn_class_std_huber_k150,knn_raw_pooled_k150_kth,FPR95,id_set_after_seed_backbone_mean,8,0.004467515816429337,-0.01609635995997027,0.02930135199633493,0.6456354364563544,0.625
m2_m7_equal_weight,rsn_class_std_huber_k150,knn_raw_pooled_k150_kth,FPR95,id_set_stratified_by_id_size,246,0.0026321864271085078,-0.0033505554281229454,0.008773040373753553,0.6422357764223577,0.5284552845528455
id_size=2,rsn_class_std_huber_k150,knn_raw_pooled_k150_kth,AUPR_OUT,id_set_after_seed_backbone_mean,28,0.0009027267369703716,-0.0007677504550034891,0.002411328658865502,0.27817218278172184,0.6428571428571429
id_size=3,rsn_class_std_huber_k150,knn_raw_pooled_k150_kth,AUPR_OUT,id_set_after_seed_backbone_mean,56,0.001468152799833948,-0.0006205023907965763,0.0036275697303987053,0.19188081191880813,0.6428571428571429
id_size=4,rsn_class_std_huber_k150,knn_raw_pooled_k150_kth,AUPR_OUT,id_set_after_seed_backbone_mean,70,0.0016475350004138284,-0.0012820871373129218,0.004734498516607012,0.2883711628837116,0.5571428571428572
id_size=5,rsn_class_std_huber_k150,knn_raw_pooled_k150_kth,AUPR_OUT,id_set_after_seed_backbone_mean,56,0.0014812308452289875,-0.0030799615342763575,0.006429862683571852,0.5494450554944506,0.4642857142857143
id_size=6,rsn_class_std_huber_k150,knn_raw_pooled_k150_kth,AUPR_OUT,id_set_after_seed_backbone_mean,28,0.0005164944599569604,-0.007733650871126321,0.010032330671508865,0.9103089691030897,0.35714285714285715
id_size=7,rsn_class_std_huber_k150,knn_raw_pooled_k150_kth,AUPR_OUT,id_set_after_seed_backbone_mean,8,-0.0010988791940523316,-0.01516378574440889,0.016422172176710645,0.9212078792120788,0.375
m2_m7_equal_weight,rsn_class_std_huber_k150,knn_raw_pooled_k150_kth,AUPR_OUT,id_set_stratified_by_id_size,246,0.0008195434413919607,-0.0022368271200088508,0.004266594280721334,0.19158084191580843,0.5365853658536586
id_size=2,rsn_class_std_huber_k150,knn_raw_pooled_k150_kth,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,28,0.0029641065485733337,-0.0005400200412890318,0.006235595239589661,0.10988901109889011,0.6428571428571429
