method,ood_class,AUROC,FPR95,AUPR_OUT,AUPR_OUT_BALANCED
global_std_euclidean_k150,jaguar,0.7696955177760317,0.7784954085784193,0.421703343071332,0.7097882782134619
global_std_euclidean_k150,leopard,0.7878442764713771,0.7573552014297373,0.456436156108401,0.7216008410523783
global_std_euclidean_k150,lion,0.9516793569278441,0.3924804290460891,0.7883585090543002,0.9009717025926701
global_std_euclidean_k150,ocelot,0.8165858924432858,0.8434808939156343,0.46691060329886563,0.7261236174398745
global_std_euclidean_k150,puma,0.922537398604936,0.5288220497196063,0.7526947240374164,0.8632583685054468
global_std_euclidean_k150,serval,0.9099018609413775,0.5715254230579295,0.59304691071285,0.8647518037991658
global_std_euclidean_k150,tiger,0.9758066919786318,0.06201254552766393,0.9166923273458879,0.9616242809718745
global_std_huber_k150,cheetah,0.9188983204555702,0.6367928723493416,0.5980046608515968,0.8409598130975888
global_std_huber_k150,jaguar,0.75409686625121,0.7966168624000881,0.38017046140566885,0.6936495037171272
global_std_huber_k150,leopard,0.7724886620791831,0.7802383812303127,0.41452951270432653,0.7054086598027899
global_std_huber_k150,lion,0.9506800591492761,0.3882960899804202,0.7684050265659264,0.8984087561347192
global_std_huber_k150,ocelot,0.8086674411724368,0.86469330294884,0.42811687310757135,0.7151165604098078
global_std_huber_k150,puma,0.9201430053892483,0.5415448578632459,0.7288467072406278,0.8593011601631295
global_std_huber_k150,serval,0.9046539585809455,0.5982853641347022,0.555812097140808,0.8577598704771685
global_std_huber_k150,tiger,0.9758562637775561,0.058755355298585166,0.9111911887755415,0.9625594818469533
global_std_squared_k150,cheetah,0.920739458078969,0.6223251418069207,0.6266123572819019,0.84391819907198
global_std_squared_k150,jaguar,0.7695655458330032,0.7795061772961698,0.4208307776506174,0.7090663074488381
global_std_squared_k150,leopard,0.7871629520694315,0.7593527369861623,0.4551525375404362,0.7205212212532596
global_std_squared_k150,lion,0.9517629370876246,0.38460067604356174,0.7881774225645264,0.9008265972446202
global_std_squared_k150,ocelot,0.8165281823506798,0.8444294408737096,0.4662789491074129,0.7255865006558188
global_std_squared_k150,puma,0.9224098086330303,0.5323259580735707,0.7509718310688964,0.8620363655209979
global_std_squared_k150,serval,0.9094314420871014,0.5741112146833152,0.5903737816872437,0.8634391837551588
global_std_squared_k150,tiger,0.9754112691337635,0.06383038326450671,0.914491522314869,0.9606226603242461
knn_l2_pooled_k50_kth,cheetah,0.9157809482006875,0.610910960724924,0.5982113737431096,0.8407962597457893
knn_l2_pooled_k50_kth,jaguar,0.7437747408060027,0.815345703765863,0.3694327870074038,0.6839703652898599
knn_l2_pooled_k50_kth,leopard,0.7700331202315083,0.8035510137347726,0.4065337936144764,0.6998912699150348
knn_l2_pooled_k50_kth,lion,0.9470543397359432,0.43569881521205683,0.7550406102833364,0.8910085401396788
knn_l2_pooled_k50_kth,ocelot,0.7955727137758406,0.8746907606677259,0.41501527392508697,0.7026433365952238
knn_l2_pooled_k50_kth,puma,0.9106293876879964,0.582138698673552,0.7153599674742886,0.8490998487027301
knn_l2_pooled_k50_kth,serval,0.9016039365597689,0.6103355504364159,0.5523215341580482,0.8558854000362344
knn_l2_pooled_k50_kth,tiger,0.9744541715453053,0.06976942503164636,0.9102223104240615,0.9614043559891671
knn_raw_classwise_k150_mean,cheetah,0.9220010706152233,0.6065628158992917,0.6126012276072273,0.8487705532664803
knn_raw_classwise_k150_mean,jaguar,0.7563698504601403,0.7802017477004136,0.3881141042516233,0.698832705081111
knn_raw_classwise_k150_mean,leopard,0.7762470853669465,0.7612092443767269,0.425136504730069,0.712256428896895
knn_raw_classwise_k150_mean,lion,0.9522248540144497,0.36232437217564495,0.7771723594157536,0.903010669244287
knn_raw_classwise_k150_mean,ocelot,0.811339709322033,0.8570853911594036,0.43390844204347107,0.7195476057373293
knn_raw_classwise_k150_mean,puma,0.9209608657840287,0.5189197538473287,0.7357319221753218,0.8636160172622663
knn_raw_classwise_k150_mean,serval,0.9074666408837904,0.5803865461501236,0.5680860128929165,0.8634431989305693
knn_raw_classwise_k150_mean,tiger,0.9779362393210127,0.05197972674139002,0.9245618029150868,0.9681046005217795
knn_raw_pooled_k150_kth,cheetah,0.9233269146809314,0.5796529780734199,0.6144418465535069,0.8505062325648743
knn_raw_pooled_k150_kth,jaguar,0.7522718353628418,0.7940375231945108,0.3807889900875398,0.6918511351279512
knn_raw_pooled_k150_kth,leopard,0.7693672793734087,0.778024539709991,0.4147326428553645,0.7027461937744367
knn_raw_pooled_k150_kth,lion,0.9552069975625471,0.2963694633967662,0.7960531874113236,0.9143272671466972
knn_raw_pooled_k150_kth,ocelot,0.8112858361202865,0.8622362893693717,0.42980257774959046,0.7144488109519781
