backbone,id_size,method,implementation_version,n,AUROC,FPR95,AUPR_OUT
dinov2_vitl14,2,mahalanobis,verified_v1,84,0.9139075632315377,0.5013054553136894,0.9544268614395842
dinov2_vitl14,2,mahalanobispp,verified_v1,84,0.9123217055721982,0.5100552042179072,0.9534568072066911
dinov2_vitl14,2,rsn_paper,verified_v1,84,0.9105831945558043,0.4540463730117024,0.9564536192808542
dinov2_vitl14,2,dice,verified_v1,84,0.8986459616203355,0.674914276061329,0.9383073923711271
dinov2_vitl14,2,rmd,verified_v1,84,0.8624932709262092,0.5717222049202955,0.9377271080723856
dinov2_vitl14,2,entropy,verified_v1,84,0.8424650506103416,0.5065285696056131,0.9369599294602363
dinov2_vitl14,2,gen,verified_v1,84,0.8424650506103416,0.5065285696056131,0.9369599294602363
dinov2_vitl14,2,msp,verified_v1,84,0.8424650506103416,0.5065285696056131,0.9369599294602363
dinov2_vitl14,2,openmax,verified_v1,84,0.8424467035541389,0.5065820035894959,0.9369245039897307
dinov2_vitl14,2,maxlogit,verified_v1,84,0.8424304220076444,0.5066396187138741,0.9369442423088934
dinov2_vitl14,2,energy,verified_v1,84,0.8423507488663714,0.5067856655178672,0.9368024702964275
dinov2_vitl14,2,gradnorm,verified_v1,84,0.8411051776142845,0.5074768293931117,0.9365216185835672
dinov2_vitl14,2,scale,verified_v1,84,0.8378971844425835,0.5225646788098776,0.934318848280455
dinov2_vitl14,2,nci,verified_v1,84,0.8159456923195594,0.5888419566143964,0.9179929985845344
dinov2_vitl14,2,kl_matching,verified_v1,84,0.8102816052540008,0.5256214189074861,0.9254954330060773
dinov2_vitl14,2,react,verified_v1,84,0.5996810931687409,0.8785051217796233,0.7920321366849676
dinov2_vitl14,2,ashb,verified_v1,84,0.5166766872618619,0.9257773859307686,0.7637720544603248
dinov2_vitl14,2,ashs,verified_v1,84,0.5094499163445608,0.9385674381234898,0.753904481469249
dinov2_vitl14,2,ashp,verified_v1,84,0.49950964482313925,0.9531483560024128,0.7434841655850389
